섹터,기업,구분,항목,21-Dec,22-Dec,23-Dec,24-Dec,2025/12(E),2026/12(E),2024/12(E),2027/12(E)
철강,POSCO홀딩스,연결,  컨센서스대비(%),,-16,-14,-18,,,,
통신,RFHIC,연결,매출액(억원),1016,1080,1114,1149,1445,1728,,
통신,RFHIC,연결,  전년동기대비(%),44,6,3,3,26,20,,
통신,RFHIC,연결,  컨센서스대비(%),-1,1,-1,2,,,,
통신,RFHIC,연결,영업이익(억원),44,8,3,15,170,259,,
통신,RFHIC,연결,  전년동기대비(%),흑전,-82,-62,384,1055,53,,
통신,RFHIC,연결,  컨센서스대비(%),-23,-11,흑전,-72,,,,
통신,RF머트리얼즈,연결,매출액(억원),378,504,479,445,,,,
통신,RF머트리얼즈,연결,  전년동기대비(%),107,34,-5,-7,,,,
통신,RF머트리얼즈,연결,  컨센서스대비(%),-9,,,,,,,
통신,RF머트리얼즈,연결,영업이익(억원),0,27,0,-17,,,,
통신,RF머트리얼즈,연결,  전년동기대비(%),적지,흑전,적전,적지,,,,
통신,RF머트리얼즈,연결,  컨센서스대비(%),적전,,,,,,,
방산,RF시스템즈,연결,매출액(억원),262,310,328,,,,,
방산,RF시스템즈,연결,  전년동기대비(%),7,18,6,,,,,
방산,RF시스템즈,연결,  컨센서스대비(%),,,,,,,,
방산,RF시스템즈,연결,영업이익(억원),14,8,18,,,,,
방산,RF시스템즈,연결,  전년동기대비(%),-46,-46,135,,,,,
방산,RF시스템즈,연결,  컨센서스대비(%),,,,,,,,
석유화학,S&K폴리텍,연결,매출액(억원),,3361,2511,3301,,,,
석유화학,S&K폴리텍,연결,  전년동기대비(%),,2,-25,31,,,,
석유화학,S&K폴리텍,연결,  컨센서스대비(%),,,,,,,,
석유화학,S&K폴리텍,연결,영업이익(억원),,2,28,152,,,,
석유화학,S&K폴리텍,연결,  전년동기대비(%),,-97,1364,436,,,,
석유화학,S&K폴리텍,연결,  컨센서스대비(%),,,,,,,,
석유화학,S-Oil,연결,매출액(억원),274639,424460,357267,366370,360341,357225,,
석유화학,S-Oil,연결,  전년동기대비(%),63,55,-16,3,-2,-1,,
석유화학,S-Oil,연결,  컨센서스대비(%),1,0,2,1,,,,
석유화학,S-Oil,연결,영업이익(억원),21409,34052,13546,4222,11307,13419,,
석유화학,S-Oil,연결,  전년동기대비(%),흑전,59,-60,-69,168,19,,
석유화학,S-Oil,연결,  컨센서스대비(%),-9,-6,-9,-2,,,,
방송미디어,SAMG엔터,연결,매출액(억원),384,683,951,1164,1406,1705,,
방송미디어,SAMG엔터,연결,  전년동기대비(%),63,78,39,22,21,21,,
방송미디어,SAMG엔터,연결,  컨센서스대비(%),,,-8,3,,,,
방송미디어,SAMG엔터,연결,영업이익(억원),34,-4,-94,-61,176,246,,
방송미디어,SAMG엔터,연결,  전년동기대비(%),흑전,적전,적지,적지,흑전,40,,
방송미디어,SAMG엔터,연결,  컨센서스대비(%),,,적지,적지,,,,
금융,SBI인베스트먼트,연결,영업수익(억원),384,169,293,,,,,
금융,SBI인베스트먼트,연결,  전년동기대비(%),45,-56,73,,,,,
금융,SBI인베스트먼트,연결,  컨센서스대비(%),,,,,,,,
금융,SBI인베스트먼트,연결,영업이익(억원),222,-150,85,,,,,
금융,SBI인베스트먼트,연결,  전년동기대비(%),60,적전,흑전,,,,,
금융,SBI인베스트먼트,연결,  컨센서스대비(%),,,,,,,,
외국계,SBI핀테크솔루션즈,연결,매출액(억원),,,,,,,,
외국계,SBI핀테크솔루션즈,연결,  전년동기대비(%),,,,,,,,
외국계,SBI핀테크솔루션즈,연결,  컨센서스대비(%),,,,,,,,
외국계,SBI핀테크솔루션즈,연결,영업이익(억원),,,,,,,,
외국계,SBI핀테크솔루션즈,연결,  전년동기대비(%),,,,,,,,
외국계,SBI핀테크솔루션즈,연결,  컨센서스대비(%),,,,,,,,
방송미디어,SBS,연결,매출액(억원),10490,11738,9968,10467,10366,10629,,
방송미디어,SBS,연결,  전년동기대비(%),22,12,-15,5,-1,3,,
방송미디어,SBS,연결,  컨센서스대비(%),0,4,-1,-5,,,,
방송미디어,SBS,연결,영업이익(억원),1723,1856,583,-192,435,562,,
방송미디어,SBS,연결,  전년동기대비(%),131,8,-69,적전,흑전,29,,
방송미디어,SBS,연결,  컨센서스대비(%),-24,-11,-6,적지,,,,
전문서비스,SCI평가정보,연결,매출액(억원),504,409,344,381,,,,
전문서비스,SCI평가정보,연결,  전년동기대비(%),-1,-19,-16,11,,,,
전문서비스,SCI평가정보,연결,  컨센서스대비(%),,,,,,,,
전문서비스,SCI평가정보,연결,영업이익(억원),101,46,4,52,,,,
전문서비스,SCI평가정보,연결,  전년동기대비(%),22,-55,-91,1187,,,,
전문서비스,SCI평가정보,연결,  컨센서스대비(%),,,,,,,,
헬스케어,SCL사이언스,연결,매출액(억원),5,4,13,47,268,,,
헬스케어,SCL사이언스,연결,  전년동기대비(%),-15,-27,257,258,466,,,
헬스케어,SCL사이언스,연결,  컨센서스대비(%),,,,,,,,
헬스케어,SCL사이언스,연결,영업이익(억원),-45,-46,-40,-37,7,,,
헬스케어,SCL사이언스,연결,  전년동기대비(%),적지,적지,적지,적지,흑전,,,
헬스케어,SCL사이언스,연결,  컨센서스대비(%),,,,,,,,
신재생_태양광,SDN,연결,매출액(억원),928,1045,757,844,,,,
신재생_태양광,SDN,연결,  전년동기대비(%),16,13,-28,11,,,,
신재생_태양광,SDN,연결,  컨센서스대비(%),,,,,,,,
신재생_태양광,SDN,연결,영업이익(억원),53,3,-76,-65,,,,
신재생_태양광,SDN,연결,  전년동기대비(%),2240,-95,적전,적지,,,,
신재생_태양광,SDN,연결,  컨센서스대비(%),,,,,,,,
반도체,SFA반도체,연결,매출액(억원),,6994,4167,4005,4807,5529,,
반도체,SFA반도체,연결,  전년동기대비(%),,9,-40,-4,20,15,,
반도체,SFA반도체,연결,  컨센서스대비(%),,-4,-5,-6,,,,
반도체,SFA반도체,연결,영업이익(억원),,629,-133,0,105,321,,
반도체,SFA반도체,연결,  전년동기대비(%),,-5,적전,적지,흑전,207,,
반도체,SFA반도체,연결,  컨센서스대비(%),,-17,적지,적전,,,,
건설,SG,연결,매출액(억원),701,899,809,1189,,,,
건설,SG,연결,  전년동기대비(%),-8,28,-10,47,,,,
건설,SG,연결,  컨센서스대비(%),,,,,,,,
건설,SG,연결,영업이익(억원),-23,6,-135,-61,,,,
건설,SG,연결,  전년동기대비(%),적전,흑전,적전,적지,,,,
건설,SG,연결,  컨센서스대비(%),,,,,,,,
운송,SG&G,연결,매출액(억원),357,427,419,508,,,,
운송,SG&G,연결,  전년동기대비(%),-11,20,-2,21,,,,
운송,SG&G,연결,  컨센서스대비(%),,,,,,,,
운송,SG&G,연결,영업이익(억원),-5,19,30,64,,,,
운송,SG&G,연결,  전년동기대비(%),적전,흑전,58,117,,,,
운송,SG&G,연결,  컨센서스대비(%),,,,,,,,
인터넷,SGA,연결,매출액(억원),571,550,434,,,,,
인터넷,SGA,연결,  전년동기대비(%),-27,-4,-21,,,,,
인터넷,SGA,연결,  컨센서스대비(%),,,,,,,,
인터넷,SGA,연결,영업이익(억원),33,-22,-68,,,,,
인터넷,SGA,연결,  전년동기대비(%),36,적전,적지,,,,,
인터넷,SGA,연결,  컨센서스대비(%),,,,,,,,
보안,SGA솔루션즈,연결,매출액(억원),219,373,547,429,,,,
보안,SGA솔루션즈,연결,  전년동기대비(%),-46,70,47,-22,,,,
보안,SGA솔루션즈,연결,  컨센서스대비(%),,,,,,,,
보안,SGA솔루션즈,연결,영업이익(억원),33,38,13,-40,,,,
보안,SGA솔루션즈,연결,  전년동기대비(%),-15,16,-67,적전,,,,
보안,SGA솔루션즈,연결,  컨센서스대비(%),,,,,,,,
건설,SGC E&C,연결,매출액(억원),,15233,18637,12056,13550,15590,,
건설,SGC E&C,연결,  전년동기대비(%),,16,22,-35,12,15,,
건설,SGC E&C,연결,  컨센서스대비(%),,3,0,,,,,
건설,SGC E&C,연결,영업이익(억원),,332,-216,106,450,610,,
건설,SGC E&C,연결,  전년동기대비(%),,-52,적전,흑전,326,36,,
건설,SGC E&C,연결,  컨센서스대비(%),,-37,적전,,,,,
전력_발전정비,SGC에너지,연결,매출액(억원),,28233,30241,23550,25948,26998,,
전력_발전정비,SGC에너지,연결,  전년동기대비(%),,49,7,-22,10,4,,
전력_발전정비,SGC에너지,연결,  컨센서스대비(%),,1,-4,0,,,,
전력_발전정비,SGC에너지,연결,영업이익(억원),,2094,1068,1896,1900,2034,,
전력_발전정비,SGC에너지,연결,  전년동기대비(%),,38,-49,78,0,7,,
전력_발전정비,SGC에너지,연결,  컨센서스대비(%),,-4,-22,-6,,,,
자동차,SG글로벌,연결,매출액(억원),,677,966,994,,,,
자동차,SG글로벌,연결,  전년동기대비(%),,17,43,3,,,,
자동차,SG글로벌,연결,  컨센서스대비(%),,,,,,,,
자동차,SG글로벌,연결,영업이익(억원),,-14,66,62,,,,
자동차,SG글로벌,연결,  전년동기대비(%),,적지,흑전,-7,,,,
자동차,SG글로벌,연결,  컨센서스대비(%),,,,,,,,
패션,SG세계물산,연결,매출액(억원),,1613,1431,1388,,,,
패션,SG세계물산,연결,  전년동기대비(%),,19,-11,-3,,,,
패션,SG세계물산,연결,  컨센서스대비(%),,,,,,,,
패션,SG세계물산,연결,영업이익(억원),,72,18,-28,,,,
패션,SG세계물산,연결,  전년동기대비(%),,흑전,-74,적전,,,,
패션,SG세계물산,연결,  컨센서스대비(%),,,,,,,,
#N/A,SG신성건설,연결,매출액(억원),1174,998,2132,,,,,
#N/A,SG신성건설,연결,  전년동기대비(%),-19,-15,114,,,,,
#N/A,SG신성건설,연결,  컨센서스대비(%),,,,,,,,
#N/A,SG신성건설,연결,영업이익(억원),50,-155,-37,,,,,
#N/A,SG신성건설,연결,  전년동기대비(%),51,적전,적지,,,,,
#N/A,SG신성건설,연결,  컨센서스대비(%),,,,,,,,
철강,SHD,연결,매출액(억원),,1253,1063,1066,,,,
철강,SHD,연결,  전년동기대비(%),,20,-15,0,,,,
철강,SHD,연결,  컨센서스대비(%),,,,,,,,
철강,SHD,연결,영업이익(억원),,142,7,-40,,,,
철강,SHD,연결,  전년동기대비(%),,148,-95,적전,,,,
철강,SHD,연결,  컨센서스대비(%),,,,,,,,
석유화학,SH에너지화학,연결,매출액(억원),1438,1674,1340,1260,,,,
석유화학,SH에너지화학,연결,  전년동기대비(%),54,16,-20,-6,,,,
석유화학,SH에너지화학,연결,  컨센서스대비(%),,,,,,,,
석유화학,SH에너지화학,연결,영업이익(억원),1,8,-41,-97,,,,
석유화학,SH에너지화학,연결,  전년동기대비(%),흑전,988,적전,적지,,,,
석유화학,SH에너지화학,연결,  컨센서스대비(%),,,,,,,,
기계,SIMPAC,연결,매출액(억원),6130,6722,6095,7851,,,,
기계,SIMPAC,연결,  전년동기대비(%),68,10,-9,29,,,,
기계,SIMPAC,연결,  컨센서스대비(%),18,,,,,,,
기계,SIMPAC,연결,영업이익(억원),1064,1189,175,251,,,,
기계,SIMPAC,연결,  전년동기대비(%),1266,12,-85,43,,,,
기계,SIMPAC,연결,  컨센서스대비(%),20,,,,,,,
자동차,SJG세종,연결,매출액(억원),15482,18583,17923,18166,,,,
자동차,SJG세종,연결,  전년동기대비(%),31,20,-4,1,,,,
자동차,SJG세종,연결,  컨센서스대비(%),,,,,,,,
자동차,SJG세종,연결,영업이익(억원),-27,326,519,589,,,,
자동차,SJG세종,연결,  전년동기대비(%),적지,흑전,59,14,,,,
자동차,SJG세종,연결,  컨센서스대비(%),,,,,,,,
자동차,SJM,연결,매출액(억원),1457,1802,1989,,,,,
자동차,SJM,연결,  전년동기대비(%),5,24,10,,,,,
자동차,SJM,연결,  컨센서스대비(%),,,,,,,,
자동차,SJM,연결,영업이익(억원),77,71,132,,,,,
자동차,SJM,연결,  전년동기대비(%),14,-8,87,,,,,
자동차,SJM,연결,  컨센서스대비(%),,,,,,,,
지주사,SJM홀딩스,연결,매출액(억원),1497,1842,2028,,,,,
지주사,SJM홀딩스,연결,  전년동기대비(%),6,23,10,,,,,
지주사,SJM홀딩스,연결,  컨센서스대비(%),,,,,,,,
지주사,SJM홀딩스,연결,영업이익(억원),79,82,147,,,,,
지주사,SJM홀딩스,연결,  전년동기대비(%),23,4,78,,,,,
지주사,SJM홀딩스,연결,  컨센서스대비(%),,,,,,,,
지주사,SK,연결,매출액(억원),,1320794,1287985,1246904,1289433,1354913,,
지주사,SK,연결,  전년동기대비(%),,36,-2,-3,3,5,,
지주사,SK,연결,  컨센서스대비(%),,-1,-2,-2,,,,
지주사,SK,연결,영업이익(억원),,81613,41369,20629,62768,77650,,
지주사,SK,연결,  전년동기대비(%),,68,-49,-50,204,24,,
지주사,SK,연결,  컨센서스대비(%),,-20,-24,-52,,,,
#N/A,SKAI,연결,매출액(억원),164,192,278,246,,,,
#N/A,SKAI,연결,  전년동기대비(%),42,17,45,-12,,,,
#N/A,SKAI,연결,  컨센서스대비(%),-6,,,,,,,
#N/A,SKAI,연결,영업이익(억원),12,16,-133,-157,,,,
#N/A,SKAI,연결,  전년동기대비(%),흑전,37,적전,적지,,,,
#N/A,SKAI,연결,  컨센서스대비(%),-59,,,,,,,
유리기판,SKC,연결,매출액(억원),,23867,14935,17216,18504,21515,,
유리기판,SKC,연결,  전년동기대비(%),,5,-37,15,7,16,,
유리기판,SKC,연결,  컨센서스대비(%),,-35,-38,-7,,,,
유리기판,SKC,연결,영업이익(억원),,1862,-2137,-2768,-1045,942,,
유리기판,SKC,연결,  전년동기대비(%),,-54,적전,적지,적지,흑전,,
유리기판,SKC,연결,  컨센서스대비(%),,-38,적지,적지,,,,
에너지_가스,SK가스,연결,매출액(억원),,80662,69923,70959,86679,87219,,
에너지_가스,SK가스,연결,  전년동기대비(%),,24,-13,1,22,1,,
에너지_가스,SK가스,연결,  컨센서스대비(%),,,-2,3,,,,
에너지_가스,SK가스,연결,영업이익(억원),,3905,3036,2872,4617,4948,,
에너지_가스,SK가스,연결,  전년동기대비(%),,270,-22,-5,61,7,,
에너지_가스,SK가스,연결,  컨센서스대비(%),,,-21,24,,,,
종합상사,SK네트웍스,연결,매출액(억원),,94262,74535,76573,77752,78730,,
종합상사,SK네트웍스,연결,  전년동기대비(%),,-14,-21,3,2,1,,
종합상사,SK네트웍스,연결,  컨센서스대비(%),,-4,-23,-4,,,,
종합상사,SK네트웍스,연결,영업이익(억원),,1776,805,1139,1393,1502,,
종합상사,SK네트웍스,연결,  전년동기대비(%),,46,-55,41,22,8,,
종합상사,SK네트웍스,연결,  컨센서스대비(%),,9,-63,-4,,,,
지주사,SK디스커버리,연결,매출액(억원),66143,87171,89392,90370,,,,
지주사,SK디스커버리,연결,  전년동기대비(%),46,32,3,1,,,,
지주사,SK디스커버리,연결,  컨센서스대비(%),,,,,,,,
지주사,SK디스커버리,연결,영업이익(억원),744,3622,2567,1745,,,,
지주사,SK디스커버리,연결,  전년동기대비(%),-57,387,-29,-32,,,,
지주사,SK디스커버리,연결,  컨센서스대비(%),,,,,,,,
건설,SK디앤디,연결,매출액(억원),,5634,3851,8709,4759,4431,,4013
건설,SK디앤디,연결,  전년동기대비(%),,-36,-32,126,-45,-7,,-9
건설,SK디앤디,연결,  컨센서스대비(%),,-1,-25,168,,,,
건설,SK디앤디,연결,영업이익(억원),,643,1776,537,1383,1089,,1295
건설,SK디앤디,연결,  전년동기대비(%),,-69,176,-70,158,-21,,19
건설,SK디앤디,연결,  컨센서스대비(%),,-32,-15,-8,,,,
헬스케어,SK바이오사이언스,연결,매출액(억원),9290,4567,3695,2675,,,,
헬스케어,SK바이오사이언스,연결,  전년동기대비(%),312,-51,-19,-28,,,,
헬스케어,SK바이오사이언스,연결,  컨센서스대비(%),,-8,,40,,,,
헬스케어,SK바이오사이언스,연결,영업이익(억원),4742,1150,-120,-1384,,,,
헬스케어,SK바이오사이언스,연결,  전년동기대비(%),1158,-76,적전,적지,,,,
헬스케어,SK바이오사이언스,연결,  컨센서스대비(%),,-23,,적지,,,,
헬스케어,SK바이오팜,연결,매출액(억원),,2462,3549,5476,7096,9145,,10806
헬스케어,SK바이오팜,연결,  전년동기대비(%),,-41,44,54,30,29,,18
헬스케어,SK바이오팜,연결,  컨센서스대비(%),,-4,5,3,,,,
헬스케어,SK바이오팜,연결,영업이익(억원),,-1311,-375,963,1645,3164,,4584
헬스케어,SK바이오팜,연결,  전년동기대비(%),,적전,적지,흑전,71,92,,45
헬스케어,SK바이오팜,연결,  컨센서스대비(%),,적지,적지,16,,,,
지주사,SK스퀘어,연결,매출액(억원),,27352,2239,60134,45152,47933,,
지주사,SK스퀘어,연결,  전년동기대비(%),,139,-92,2586,-25,6,,
지주사,SK스퀘어,연결,  컨센서스대비(%),,-39,-60,103,,,,
지주사,SK스퀘어,연결,영업이익(억원),,161,-23397,39126,47178,51572,,
지주사,SK스퀘어,연결,  전년동기대비(%),,-96,적전,흑전,21,9,,
지주사,SK스퀘어,연결,  컨센서스대비(%),,-95,적지,13,,,,
#N/A,SK시그넷,연결,매출액(억원),800,1623,507,,,,,
#N/A,SK시그넷,연결,  전년동기대비(%),29,103,-69,,,,,
#N/A,SK시그넷,연결,  컨센서스대비(%),,,-42,,,,,
#N/A,SK시그넷,연결,영업이익(억원),24,30,-1494,,,,,
#N/A,SK시그넷,연결,  전년동기대비(%),-33,26,적전,,,,,
#N/A,SK시그넷,연결,  컨센서스대비(%),,,적지,,,,,
배터리,SK아이이테크놀로지,연결,매출액(억원),,5858,6483,2179,3912,6745,,9970
배터리,SK아이이테크놀로지,연결,  전년동기대비(%),,-3,11,-66,80,72,,48
배터리,SK아이이테크놀로지,연결,  컨센서스대비(%),,0,-4,1,,,,
배터리,SK아이이테크놀로지,연결,영업이익(억원),,-523,501,-2910,-1458,169,,1000
배터리,SK아이이테크놀로지,연결,  전년동기대비(%),,적전,흑전,적전,적지,흑전,,492
배터리,SK아이이테크놀로지,연결,  컨센서스대비(%),,적지,265,적지,,,,
#N/A,SK에코플랜트,연결,매출액(억원),61738,75509,89251,,,,,
#N/A,SK에코플랜트,연결,  전년동기대비(%),-29,22,18,,,,,
#N/A,SK에코플랜트,연결,  컨센서스대비(%),,,,,,,,
#N/A,SK에코플랜트,연결,영업이익(억원),1160,1570,1745,,,,,
#N/A,SK에코플랜트,연결,  전년동기대비(%),-59,35,11,,,,,
#N/A,SK에코플랜트,연결,  컨센서스대비(%),,,,,,,,
신재생_풍력,SK오션플랜트,연결,매출액(억원),,6918,9258,6626,10672,11385,,14439
신재생_풍력,SK오션플랜트,연결,  전년동기대비(%),,38,34,-28,61,7,,27
신재생_풍력,SK오션플랜트,연결,  컨센서스대비(%),,-3,-2,-6,,,,
신재생_풍력,SK오션플랜트,연결,영업이익(억원),,719,756,418,647,1044,,1018
신재생_풍력,SK오션플랜트,연결,  전년동기대비(%),,172,5,-45,55,61,,-2
신재생_풍력,SK오션플랜트,연결,  컨센서스대비(%),,-10,-10,-22,,,,
석유화학,SK이노베이션,연결,매출액(억원),,780569,772885,747170,834573,882825,,
석유화학,SK이노베이션,연결,  전년동기대비(%),,67,-1,-3,12,6,,
석유화학,SK이노베이션,연결,  컨센서스대비(%),,-2,1,1,,,,
석유화학,SK이노베이션,연결,영업이익(억원),,39173,12868,231,20176,31523,,
석유화학,SK이노베이션,연결,  전년동기대비(%),,125,-67,-98,8623,56,,
석유화학,SK이노베이션,연결,  컨센서스대비(%),,-24,-38,-91,,,,
신재생_기타,SK이터닉스,연결,매출액(억원),,,,3322,3846,6889,,
신재생_기타,SK이터닉스,연결,  전년동기대비(%),,,,,16,79,,
신재생_기타,SK이터닉스,연결,  컨센서스대비(%),,,,0,,,,
신재생_기타,SK이터닉스,연결,영업이익(억원),,,,376,473,690,,
신재생_기타,SK이터닉스,연결,  전년동기대비(%),,,,,26,46,,
신재생_기타,SK이터닉스,연결,  컨센서스대비(%),,,,33,,,,
금융,SK증권,연결,순영업수익(억원),3400,2867,2623,,,,,
금융,SK증권,연결,  전년동기대비(%),43,-16,-9,,,,,
금융,SK증권,연결,  컨센서스대비(%),,,,-,,,,
금융,SK증권,연결,영업이익(억원),508,179,131,-1090,,,,
금융,SK증권,연결,  전년동기대비(%),315,-65,-27,적전,,,,
금융,SK증권,연결,  컨센서스대비(%),,,,,,,,
헬스케어,SK케미칼,연결,매출액(억원),20896,18292,17488,17355,20863,21903,,
헬스케어,SK케미칼,연결,  전년동기대비(%),74,-12,-4,-1,20,5,,
헬스케어,SK케미칼,연결,  컨센서스대비(%),,,2,6,,,,
헬스케어,SK케미칼,연결,영업이익(억원),5552,2305,833,-448,-189,368,,
헬스케어,SK케미칼,연결,  전년동기대비(%),257,-58,-64,적전,적지,흑전,,
헬스케어,SK케미칼,연결,  컨센서스대비(%),,,-7,적지,,,,
통신,SK텔레콤,연결,매출액(억원),,173050,176085,179406,181537,184800,,206510
통신,SK텔레콤,연결,  전년동기대비(%),,3,2,2,1,2,,12
통신,SK텔레콤,연결,  컨센서스대비(%),,0,0,0,,,,
통신,SK텔레콤,연결,영업이익(억원),,16121,17532,18234,19800,20810,,23750
통신,SK텔레콤,연결,  전년동기대비(%),,16,9,4,9,5,,14
통신,SK텔레콤,연결,  컨센서스대비(%),,-3,0,-1,,,,
반도체,SK하이닉스,연결,매출액(억원),,446216,327657,661930,826390,947365,,1184008
반도체,SK하이닉스,연결,  전년동기대비(%),,4,-27,102,25,15,,25
반도체,SK하이닉스,연결,  컨센서스대비(%),,-1,3,0,,,,
반도체,SK하이닉스,연결,영업이익(억원),,68094,-77303,234673,332492,381436,,478541
반도체,SK하이닉스,연결,  전년동기대비(%),,-45,적전,흑전,42,15,,25
반도체,SK하이닉스,연결,  컨센서스대비(%),,-9,적지,0,,,,
광고,SM C&C,연결,매출액(억원),,1579,1273,1099,,,,
광고,SM C&C,연결,  전년동기대비(%),,13,-19,-14,,,,
광고,SM C&C,연결,  컨센서스대비(%),,,,,,,,
광고,SM C&C,연결,영업이익(억원),,20,21,16,,,,
광고,SM C&C,연결,  전년동기대비(%),,62,4,-24,,,,
광고,SM C&C,연결,  컨센서스대비(%),,,,,,,,
방송미디어,SM Life Design,연결,매출액(억원),,407,473,448,,,,
방송미디어,SM Life Design,연결,  전년동기대비(%),,-10,16,-5,,,,
방송미디어,SM Life Design,연결,  컨센서스대비(%),,,,,,,,
방송미디어,SM Life Design,연결,영업이익(억원),,35,27,35,,,,
방송미디어,SM Life Design,연결,  전년동기대비(%),,2040,-23,31,,,,
방송미디어,SM Life Design,연결,  컨센서스대비(%),,,,,,,,
자동차,SNT다이내믹스,연결,매출액(억원),,4080,4860,6145,7032,,,
자동차,SNT다이내믹스,연결,  전년동기대비(%),,21,19,26,14,,,
자동차,SNT다이내믹스,연결,  컨센서스대비(%),,3,0,3,,,,
자동차,SNT다이내믹스,연결,영업이익(억원),,258,416,1105,664,,,
자동차,SNT다이내믹스,연결,  전년동기대비(%),,25,61,166,-40,,,
자동차,SNT다이내믹스,연결,  컨센서스대비(%),,7,-14,14,,,,
자동차,SNT모티브,연결,매출액(억원),,10449,11363,9689,10333,10954,,12175
자동차,SNT모티브,연결,  전년동기대비(%),,11,9,-15,7,6,,11
자동차,SNT모티브,연결,  컨센서스대비(%),,2,-3,1,,,,
자동차,SNT모티브,연결,영업이익(억원),,1119,1166,981,1095,1173,,1420
자동차,SNT모티브,연결,  전년동기대비(%),,22,4,-16,12,7,,21
자동차,SNT모티브,연결,  컨센서스대비(%),,5,-1,-1,,,,
플랜트,SNT에너지,연결,매출액(억원),,2029,3220,2943,4461,6450,,
플랜트,SNT에너지,연결,  전년동기대비(%),,19,59,-9,52,45,,
플랜트,SNT에너지,연결,  컨센서스대비(%),,,,-9,,,,
플랜트,SNT에너지,연결,영업이익(억원),,36,208,222,448,760,,
플랜트,SNT에너지,연결,  전년동기대비(%),,-73,483,7,101,70,,
플랜트,SNT에너지,연결,  컨센서스대비(%),,,,2,,,,
지주사,SNT홀딩스,연결,매출액(억원),,16295,18957,18205,19800,21430,,
지주사,SNT홀딩스,연결,  전년동기대비(%),,16,16,-4,9,8,,
지주사,SNT홀딩스,연결,  컨센서스대비(%),,,0,,,,,
지주사,SNT홀딩스,연결,영업이익(억원),,1447,1790,2312,2190,2400,,
지주사,SNT홀딩스,연결,  전년동기대비(%),,15,24,29,-5,10,,
지주사,SNT홀딩스,연결,  컨센서스대비(%),,,1,,,,,
인터넷,SOOP,연결,매출액(억원),2605,2891,3440,4132,4712,5245,,
인터넷,SOOP,연결,  전년동기대비(%),34,11,19,20,14,11,,
인터넷,SOOP,연결,  컨센서스대비(%),-4,-9,1,-4,,,,
인터넷,SOOP,연결,영업이익(억원),888,824,903,1135,1312,1471,,
인터넷,SOOP,연결,  전년동기대비(%),76,-7,10,26,16,12,,
인터넷,SOOP,연결,  컨센서스대비(%),1,-1,4,-1,,,,
음식료,SPC삼립,연결,매출액(억원),29467,33145,34333,34279,35580,37167,,
음식료,SPC삼립,연결,  전년동기대비(%),16,12,4,0,4,4,,
음식료,SPC삼립,연결,  컨센서스대비(%),3,-1,-2,0,,,,
음식료,SPC삼립,연결,영업이익(억원),662,895,917,992,1067,1170,,
음식료,SPC삼립,연결,  전년동기대비(%),29,35,2,8,8,10,,
음식료,SPC삼립,연결,  컨센서스대비(%),7,-1,-2,1,,,,
종합상사,STX,연결,매출액(억원),9255,9726,9038,8294,,,,
종합상사,STX,연결,  전년동기대비(%),-5,5,-7,-8,,,,
종합상사,STX,연결,  컨센서스대비(%),,,,,,,,
종합상사,STX,연결,영업이익(억원),90,-88,-150,-75,,,,
종합상사,STX,연결,  전년동기대비(%),흑전,적전,적지,적지,,,,
종합상사,STX,연결,  컨센서스대비(%),,,,,,,,
운송,STX그린로지스,연결,매출액(억원),,,283,705,,,,
운송,STX그린로지스,연결,  전년동기대비(%),,,,149,,,,
운송,STX그린로지스,연결,  컨센서스대비(%),,,,,,,,
운송,STX그린로지스,연결,영업이익(억원),,,18,72,,,,
운송,STX그린로지스,연결,  전년동기대비(%),,,,290,,,,
운송,STX그린로지스,연결,  컨센서스대비(%),,,,,,,,
조선선박엔진,STX엔진,연결,매출액(억원),4935,5440,6304,7246,8098,,,
조선선박엔진,STX엔진,연결,  전년동기대비(%),-16,10,16,15,12,,,
조선선박엔진,STX엔진,연결,  컨센서스대비(%),,,,-1,,,,
조선선박엔진,STX엔진,연결,영업이익(억원),36,-88,189,422,576,,,
조선선박엔진,STX엔진,연결,  전년동기대비(%),-75,적전,흑전,124,36,,,
조선선박엔진,STX엔진,연결,  컨센서스대비(%),,,,-10,,,,
건설,SUN&L,연결,매출액(억원),4653,5067,4411,3394,,,,
건설,SUN&L,연결,  전년동기대비(%),13,9,-13,-23,,,,
건설,SUN&L,연결,  컨센서스대비(%),,,,,,,,
건설,SUN&L,연결,영업이익(억원),-219,-177,-302,-59,,,,
건설,SUN&L,연결,  전년동기대비(%),적지,적지,적지,적지,,,,
건설,SUN&L,연결,  컨센서스대비(%),,,,,,,,
금융,SV인베스트먼트,연결,영업수익(억원),,,,,,,,
금융,SV인베스트먼트,연결,  전년동기대비(%),,,,,,,,
금융,SV인베스트먼트,연결,  컨센서스대비(%),,,,,,,,
금융,SV인베스트먼트,연결,영업이익(억원),,,,,,,,
금융,SV인베스트먼트,연결,  전년동기대비(%),,,,,,,,
금융,SV인베스트먼트,연결,  컨센서스대비(%),,,,,,,,
패션,TBH글로벌,연결,매출액(억원),1881,2031,1971,1785,,,,
패션,TBH글로벌,연결,  전년동기대비(%),9,8,-3,-9,,,,
패션,TBH글로벌,연결,  컨센서스대비(%),,,,,,,,
패션,TBH글로벌,연결,영업이익(억원),53,20,79,34,,,,
