기업	구분	항목	"44,896 "	"45,261 "	"45,627 "	2025/12(E)	2026/12(E)	2027/12(E)	ㅁ	ㅇ
서원	연결	  전년동기대비(%)	-98 	적전	흑전					
서원	연결	  컨센서스대비(%)				-	-	-		
서원인텍	연결	매출액(억원)	"3,168 "	"2,598 "	"2,293 "					
서원인텍	연결	  전년동기대비(%)	10 	-18 	-12 					
서원인텍	연결	  컨센서스대비(%)				-	-	-		
서원인텍	연결	영업이익(억원)	226 	118 	89 					
서원인텍	연결	  전년동기대비(%)	68 	-48 	-25 					
서원인텍	연결	  컨센서스대비(%)				-	-	-		
서원인텍	연결	당기순이익(억원)	232 	145 	176 					
서원인텍	연결	  전년동기대비(%)	39 	-37 	22 					
서원인텍	연결	  컨센서스대비(%)				-	-	-		
서전기전	연결	매출액(억원)	507 	433 	633 					
서전기전	연결	  전년동기대비(%)	-3 	-15 	46 					
서전기전	연결	  컨센서스대비(%)				-	-	-		
서전기전	연결	영업이익(억원)	-29 	-35 	6 					
서전기전	연결	  전년동기대비(%)	적지	적지	흑전					
서전기전	연결	  컨센서스대비(%)				-	-	-		
서전기전	연결	당기순이익(억원)	-32 	-37 	11 					
서전기전	연결	  전년동기대비(%)	적지	적지	흑전					
서전기전	연결	  컨센서스대비(%)				-	-	-		
서진시스템	연결	매출액(억원)	"7,360 "	"7,787 "	"12,138 "	"16,873 "	"21,716 "			
서진시스템	연결	  전년동기대비(%)	21 	6 	56 	39 	29 		-10 	-29 
서진시스템	연결	  컨센서스대비(%)		-3 	-1 	-	-	-		
서진시스템	연결	영업이익(억원)	597 	490 	"1,087 "	"1,738 "	"2,488 "			
서진시스템	연결	  전년동기대비(%)	3 	-18 	122 	60 	43 		-17 	-43 
서진시스템	연결	  컨센서스대비(%)		113 	-14 	-	-	-		
서진시스템	연결	당기순이익(억원)	16 	-227 	839 	"1,183 "	"1,781 "			
서진시스템	연결	  전년동기대비(%)	-96 	적전	흑전	41 	51 		10 	-51 
서진시스템	연결	  컨센서스대비(%)		적전	-6 	-	-	-		
서진오토모티브	연결	매출액(억원)	"20,937 "	"24,519 "	"25,891 "					
서진오토모티브	연결	  전년동기대비(%)	19 	17 	6 					
서진오토모티브	연결	  컨센서스대비(%)				-	-	-		
서진오토모티브	연결	영업이익(억원)	464 	738 	365 					
서진오토모티브	연결	  전년동기대비(%)	114 	59 	-50 					
서진오토모티브	연결	  컨센서스대비(%)				-	-	-		
서진오토모티브	연결	당기순이익(억원)	235 	383 	110 					
서진오토모티브	연결	  전년동기대비(%)	288 	63 	-71 					
서진오토모티브	연결	  컨센서스대비(%)				-	-	-		
서진캠	연결	매출액(억원)	"10,912 "	"12,546 "	"12,006 "					
서진캠	연결	  전년동기대비(%)		15 	-4 					
서진캠	연결	  컨센서스대비(%)				-	-	-		
서진캠	연결	영업이익(억원)	255 	557 	-107 					
서진캠	연결	  전년동기대비(%)		119 	적전					
서진캠	연결	  컨센서스대비(%)				-	-	-		
서진캠	연결	당기순이익(억원)	7 	150 	-298 					
서진캠	연결	  전년동기대비(%)		"1,946 "	적전					
서진캠	연결	  컨센서스대비(%)				-	-	-		
서플러스글로벌	연결	매출액(억원)	"2,349 "	"1,660 "	"2,516 "					
서플러스글로벌	연결	  전년동기대비(%)	14 	-29 	52 					
서플러스글로벌	연결	  컨센서스대비(%)				-	-	-		
서플러스글로벌	연결	영업이익(억원)	319 	130 	142 					
서플러스글로벌	연결	  전년동기대비(%)	4 	-59 	9 					
서플러스글로벌	연결	  컨센서스대비(%)				-	-	-		
서플러스글로벌	연결	당기순이익(억원)	258 	56 	49 					
서플러스글로벌	연결	  전년동기대비(%)	-7 	-78 	-13 					
서플러스글로벌	연결	  컨센서스대비(%)				-	-	-		
서한	연결	매출액(억원)	"7,300 "	"6,217 "	"7,494 "					
서한	연결	  전년동기대비(%)	20 	-15 	21 					
서한	연결	  컨센서스대비(%)				-	-	-		
서한	연결	영업이익(억원)	598 	251 	265 					
서한	연결	  전년동기대비(%)	7 	-58 	5 					
서한	연결	  컨센서스대비(%)				-	-	-		
서한	연결	당기순이익(억원)	394 	493 	193 					
서한	연결	  전년동기대비(%)	-15 	25 	-61 					
서한	연결	  컨센서스대비(%)				-	-	-		
서호전기	연결	매출액(억원)	602 	662 	465 	"1,111 "				
서호전기	연결	  전년동기대비(%)	-19 	10 	-30 	139 			-139 	0 
서호전기	연결	  컨센서스대비(%)				-	-	-		
서호전기	연결	영업이익(억원)	125 	130 	16 	258 				
서호전기	연결	  전년동기대비(%)	-16 	4 	-87 	"1,467 "			"-1,467 "	0 
서호전기	연결	  컨센서스대비(%)				-	-	-		
서호전기	연결	당기순이익(억원)	113 	155 	115 	232 				
서호전기	연결	  전년동기대비(%)	-35 	37 	-26 	102 			-102 	0 
서호전기	연결	  컨센서스대비(%)				-	-	-		
서흥	연결	매출액(억원)	"6,350 "	"5,946 "	"6,533 "	"6,946 "	"7,258 "	"7,502 "		
서흥	연결	  전년동기대비(%)	6 	-6 	10 	6 	4 	3 		
서흥	연결	  컨센서스대비(%)	-4 	1 		-	-	-		
서흥	연결	영업이익(억원)	620 	430 	338 	372 	396 	419 		
서흥	연결	  전년동기대비(%)	-11 	-31 	-21 	10 	6 	6 		
서흥	연결	  컨센서스대비(%)	-15 	10 		-	-	-		
서흥	연결	당기순이익(억원)	406 	89 	216 	203 	226 	253 		
서흥	연결	  전년동기대비(%)	-32 	-78 	143 	-6 	11 	12 		
서흥	연결	  컨센서스대비(%)	-27 	-15 		-	-	-		
서희건설	연결	매출액(억원)	"14,377 "	"14,419 "	"14,736 "					
서희건설	연결	  전년동기대비(%)	8 	0 	2 					
서희건설	연결	  컨센서스대비(%)				-	-	-		
서희건설	연결	영업이익(억원)	"2,061 "	"2,282 "	"2,357 "					
서희건설	연결	  전년동기대비(%)	-0 	11 	3 					
서희건설	연결	  컨센서스대비(%)				-	-	-		
서희건설	연결	당기순이익(억원)	"1,001 "	"1,267 "	"1,593 "					
서희건설	연결	  전년동기대비(%)	-27 	27 	26 					
서희건설	연결	  컨센서스대비(%)				-	-	-		
석경에이티	연결	매출액(억원)	123 	122 	138 					
석경에이티	연결	  전년동기대비(%)	36 	-1 	13 					
석경에이티	연결	  컨센서스대비(%)			0 	-	-	-		
석경에이티	연결	영업이익(억원)	47 	35 	20 					
석경에이티	연결	  전년동기대비(%)	62 	-26 	-42 					
석경에이티	연결	  컨센서스대비(%)			-28 	-	-	-		
석경에이티	연결	당기순이익(억원)	43 	35 	43 					
석경에이티	연결	  전년동기대비(%)	38 	-20 	26 					
석경에이티	연결	  컨센서스대비(%)			61 	-	-	-		
선광	연결	매출액(억원)	"1,721 "	"1,853 "	"1,868 "					
선광	연결	  전년동기대비(%)	6 	8 	1 					
선광	연결	  컨센서스대비(%)				-	-	-		
선광	연결	영업이익(억원)	268 	391 	364 					
선광	연결	  전년동기대비(%)	-17 	46 	-7 					
선광	연결	  컨센서스대비(%)				-	-	-		
선광	연결	당기순이익(억원)	101 	298 	283 					
선광	연결	  전년동기대비(%)	-58 	194 	-5 					
선광	연결	  컨센서스대비(%)				-	-	-		
선도전기	연결	매출액(억원)	640 	416 	240 					
선도전기	연결	  전년동기대비(%)	-7 	-35 	-42 					
선도전기	연결	  컨센서스대비(%)				-	-	-		
선도전기	연결	영업이익(억원)	-113 	-72 	-57 					
선도전기	연결	  전년동기대비(%)	적지	적지	적지					
선도전기	연결	  컨센서스대비(%)				-	-	-		
선도전기	연결	당기순이익(억원)	-146 	-166 	98 					
선도전기	연결	  전년동기대비(%)	적지	적지	흑전					
선도전기	연결	  컨센서스대비(%)				-	-	-		
선바이오	연결	매출액(억원)	74 	123 	87 					
선바이오	연결	  전년동기대비(%)	-26 	66 	-29 					
선바이오	연결	  컨센서스대비(%)				-	-	-		
선바이오	연결	영업이익(억원)	2 	52 	-5 					
선바이오	연결	  전년동기대비(%)	-94 	"2,618 "	적전					
선바이오	연결	  컨센서스대비(%)				-	-	-		
선바이오	연결	당기순이익(억원)	9 	46 	-1 					
선바이오	연결	  전년동기대비(%)	205 	430 	적전					
선바이오	연결	  컨센서스대비(%)				-	-	-		
선샤인푸드	연결	매출액(억원)	609 	523 	352 					
선샤인푸드	연결	  전년동기대비(%)	-9 	-14 	-33 					
선샤인푸드	연결	  컨센서스대비(%)				-	-	-		
선샤인푸드	연결	영업이익(억원)	-53 	-60 	-67 					
선샤인푸드	연결	  전년동기대비(%)	적지	적지	적지					
선샤인푸드	연결	  컨센서스대비(%)				-	-	-		
선샤인푸드	연결	당기순이익(억원)	-88 	-182 	-74 					
선샤인푸드	연결	  전년동기대비(%)	적지	적지	적지					
선샤인푸드	연결	  컨센서스대비(%)				-	-	-		
선익시스템	연결	매출액(억원)	741 	624 	"1,129 "	"3,592 "	"5,370 "	"6,676 "		
선익시스템	연결	  전년동기대비(%)	60 	-16 	81 	218 	49 	24 	-169 	-25 
선익시스템	연결	  컨센서스대비(%)			3 	-	-	-		
선익시스템	연결	영업이익(억원)	44 	-41 	79 	574 	896 	"1,147 "		
선익시스템	연결	  전년동기대비(%)	흑전	적전	흑전	626 	56 	28 	-570 	-28 
선익시스템	연결	  컨센서스대비(%)			-22 	-	-	-		
선익시스템	연결	당기순이익(억원)	-32 	-92 	-281 	460 	761 	"1,025 "		
선익시스템	연결	  전년동기대비(%)	적지	적지	적지	흑전	65 	35 		
선익시스템	연결	  컨센서스대비(%)			적지	-	-	-		
선진	연결	매출액(억원)	"18,708 "	"19,060 "	"16,814 "					
선진	연결	  전년동기대비(%)	22 	2 	-12 					
선진	연결	  컨센서스대비(%)				-	-	-		
선진	연결	영업이익(억원)	706 	975 	"1,241 "					
선진	연결	  전년동기대비(%)	-15 	38 	27 					
선진	연결	  컨센서스대비(%)				-	-	-		
선진	연결	당기순이익(억원)	230 	105 	66 					
선진	연결	  전년동기대비(%)	-28 	-54 	-36 					
선진	연결	  컨센서스대비(%)				-	-	-		
선진뷰티사이언스	연결	매출액(억원)	643 	726 	794 	913 	"1,040 "			
선진뷰티사이언스	연결	  전년동기대비(%)	32 	13 	9 	15 	14 		-1 	-14 
선진뷰티사이언스	연결	  컨센서스대비(%)			2 	-	-	-		
선진뷰티사이언스	연결	영업이익(억원)	53 	90 	106 	129 	190 			
선진뷰티사이언스	연결	  전년동기대비(%)	44 	70 	18 	21 	48 		27 	-48 
선진뷰티사이언스	연결	  컨센서스대비(%)			-11 	-	-	-		
선진뷰티사이언스	연결	당기순이익(억원)	201 	67 	104 	114 	180 			
선진뷰티사이언스	연결	  전년동기대비(%)	"1,139 "	-67 	56 	9 	59 			
선진뷰티사이언스	연결	  컨센서스대비(%)			17 	-	-	-		
성광벤드	연결	매출액(억원)	"2,440 "	"2,547 "	"2,277 "	"2,690 "	"3,050 "	"3,370 "		
성광벤드	연결	  전년동기대비(%)	78 	4 	-11 	18 	13 	10 	-5 	-3 
성광벤드	연결	  컨센서스대비(%)	-1 		-4 	-	-	-		
성광벤드	연결	영업이익(억원)	268 	448 	420 	590 	690 	850 		
성광벤드	연결	  전년동기대비(%)	흑전	68 	-6 	41 	17 	23 	-24 	6 
성광벤드	연결	  컨센서스대비(%)	0 		-22 	-	-	-		
성광벤드	연결	당기순이익(억원)	392 	392 	410 	500 	580 	710 		
성광벤드	연결	  전년동기대비(%)	흑전	-0 	5 	22 	16 	22 	-6 	6 
성광벤드	연결	  컨센서스대비(%)	-8 		-13 	-	-	-		
성도이엔지	연결	매출액(억원)	"7,058 "	"6,786 "	"9,996 "					
성도이엔지	연결	  전년동기대비(%)	27 	-4 	47 					
성도이엔지	연결	  컨센서스대비(%)				-	-	-		
성도이엔지	연결	영업이익(억원)	-50 	123 	273 					
성도이엔지	연결	  전년동기대비(%)	적전	흑전	122 					
성도이엔지	연결	  컨센서스대비(%)				-	-	-		
성도이엔지	연결	당기순이익(억원)	7 	46 	189 					
성도이엔지	연결	  전년동기대비(%)	-96 	532 	309 					
성도이엔지	연결	  컨센서스대비(%)				-	-	-		
성문전자	연결	매출액(억원)	500 	451 	481 					
성문전자	연결	  전년동기대비(%)	1 	-10 	7 					
성문전자	연결	  컨센서스대비(%)				-	-	-		
성문전자	연결	영업이익(억원)	25 	5 	11 					
성문전자	연결	  전년동기대비(%)	-28 	-79 	115 					
성문전자	연결	  컨센서스대비(%)				-	-	-		
성문전자	연결	당기순이익(억원)	21 	-16 	27 					
성문전자	연결	  전년동기대비(%)	-30 	적전	흑전					
성문전자	연결	  컨센서스대비(%)				-	-	-		
성신양회	연결	매출액(억원)	"10,304 "	"11,133 "	"11,626 "					
성신양회	연결	  전년동기대비(%)	24 	8 	4 					
성신양회	연결	  컨센서스대비(%)				-	-	-		
성신양회	연결	영업이익(억원)	18 	733 	532 					
성신양회	연결	  전년동기대비(%)	-94 	"3,898 "	-27 					
성신양회	연결	  컨센서스대비(%)				-	-	-		
성신양회	연결	당기순이익(억원)	-265 	670 	454 					
성신양회	연결	  전년동기대비(%)	적전	흑전	-32 					
성신양회	연결	  컨센서스대비(%)				-	-	-		
성안머티리얼스	연결	매출액(억원)	525 	338 	255 					
성안머티리얼스	연결	  전년동기대비(%)	-33 	-36 	-25 					
성안머티리얼스	연결	  컨센서스대비(%)				-	-	-		
성안머티리얼스	연결	영업이익(억원)	-28 	-93 	-101 					
성안머티리얼스	연결	  전년동기대비(%)	적지	적지	적지					
성안머티리얼스	연결	  컨센서스대비(%)				-	-	-		
성안머티리얼스	연결	당기순이익(억원)	-80 	-429 	-324 					
성안머티리얼스	연결	  전년동기대비(%)	적전	적지	적지					
성안머티리얼스	연결	  컨센서스대비(%)				-	-	-		
성우	연결	매출액(억원)	"1,373 "	"1,467 "	"1,309 "					
성우	연결	  전년동기대비(%)	106 	7 	-11 					
성우	연결	  컨센서스대비(%)				-	-	-		
성우	연결	영업이익(억원)	306 	289 	146 					
성우	연결	  전년동기대비(%)	345 	-5 	-49 					
성우	연결	  컨센서스대비(%)				-	-	-		
성우	연결	당기순이익(억원)	248 	249 	182 					
성우	연결	  전년동기대비(%)	233 	0 	-27 					
성우	연결	  컨센서스대비(%)				-	-	-		
성우전자	연결	매출액(억원)	"1,659 "	"1,492 "	"1,469 "					
성우전자	연결	  전년동기대비(%)	16 	-10 	-2 					
성우전자	연결	  컨센서스대비(%)				-	-	-		
성우전자	연결	영업이익(억원)	28 	-45 	-51 					
성우전자	연결	  전년동기대비(%)	186 	적전	적지					
성우전자	연결	  컨센서스대비(%)				-	-	-		
성우전자	연결	당기순이익(억원)	33 	-5 	-42 					
성우전자	연결	  전년동기대비(%)	-40 	적전	적지					
성우전자	연결	  컨센서스대비(%)				-	-	-		
성우테크론	연결	매출액(억원)	444 	338 	417 					
성우테크론	연결	  전년동기대비(%)	1 	-24 	23 					
성우테크론	연결	  컨센서스대비(%)				-	-	-		
성우테크론	연결	영업이익(억원)	48 	-8 	12 					
성우테크론	연결	  전년동기대비(%)	-12 	적전	흑전					
성우테크론	연결	  컨센서스대비(%)				-	-	-		
성우테크론	연결	당기순이익(억원)	48 	-11 	23 					
성우테크론	연결	  전년동기대비(%)	-15 	적전	흑전					
성우테크론	연결	  컨센서스대비(%)				-	-	-		
성우하이텍	연결	매출액(억원)	"39,768 "	"43,220 "	"42,451 "					
성우하이텍	연결	  전년동기대비(%)	19 	9 	-2 					
성우하이텍	연결	  컨센서스대비(%)				-	-	-		
성우하이텍	연결	영업이익(억원)	"1,028 "	"2,567 "	"2,059 "					
성우하이텍	연결	  전년동기대비(%)	35 	150 	-20 					
성우하이텍	연결	  컨센서스대비(%)				-	-	-		
성우하이텍	연결	당기순이익(억원)	385 	"1,757 "	"1,351 "					
성우하이텍	연결	  전년동기대비(%)	-1 	356 	-23 					
성우하이텍	연결	  컨센서스대비(%)				-	-	-		
성원	연결	매출액(억원)	"1,443 "	"1,303 "	"1,169 "					
성원	연결	  전년동기대비(%)	47 	-10 	-10 					
성원	연결	  컨센서스대비(%)				-	-	-		
성원	연결	영업이익(억원)	178 	131 	61 					
성원	연결	  전년동기대비(%)	155 	-27 	-53 					
성원	연결	  컨센서스대비(%)				-	-	-		
성원	연결	당기순이익(억원)	141 	115 	56 					
성원	연결	  전년동기대비(%)	39 	-18 	-52 					
성원	연결	  컨센서스대비(%)				-	-	-		
성일하이텍	연결	매출액(억원)	"2,699 "	"2,474 "	"1,362 "	"2,043 "	"2,825 "	"3,426 "		
성일하이텍	연결	  전년동기대비(%)	83 	-8 	-45 	50 	38 	21 	-12 	-17 
성일하이텍	연결	  컨센서스대비(%)	8 	-3 	-11 	-	-	-		
성일하이텍	연결	영업이익(억원)	483 	-83 	-714 	-221 	207 	425 		
성일하이텍	연결	  전년동기대비(%)	187 	적전	적지	적지	흑전	105 		
성일하이텍	연결	  컨센서스대비(%)	-12 	적전	적지	-	-	-		
성일하이텍	연결	당기순이익(억원)	391 	252 	"-1,125 "	-248 	217 	432 		
성일하이텍	연결	  전년동기대비(%)	흑전	-36 	적전	적지	흑전	99 		
성일하이텍	연결	  컨센서스대비(%)	-13 		적지	-	-	-		
성창기업지주	연결	매출액(억원)	"2,275 "	"1,663 "	"1,431 "					
성창기업지주	연결	  전년동기대비(%)	15 	-27 	-14 					
성창기업지주	연결	  컨센서스대비(%)				-	-	-		
성창기업지주	연결	영업이익(억원)	-115 	-167 	-73 					
성창기업지주	연결	  전년동기대비(%)	적전	적지	적지					
성창기업지주	연결	  컨센서스대비(%)				-	-	-		
성창기업지주	연결	당기순이익(억원)	-131 	-240 	-36 					
성창기업지주	연결	  전년동기대비(%)	적전	적지	적지					
성창기업지주	연결	  컨센서스대비(%)				-	-	-		
성창오토텍	연결	매출액(억원)	"1,848 "	"1,693 "	"1,944 "					
성창오토텍	연결	  전년동기대비(%)	28 	-8 	15 					
성창오토텍	연결	  컨센서스대비(%)				-	-	-		
성창오토텍	연결	영업이익(억원)	70 	41 	63 					
성창오토텍	연결	  전년동기대비(%)	55 	-42 	55 					
성창오토텍	연결	  컨센서스대비(%)				-	-	-		
성창오토텍	연결	당기순이익(억원)	26 	64 	71 					
성창오토텍	연결	  전년동기대비(%)	-43 	148 	11 					
성창오토텍	연결	  컨센서스대비(%)				-	-	-		
성호전자	연결	매출액(억원)	"1,536 "	"2,081 "	"2,073 "					
성호전자	연결	  전년동기대비(%)	15 	35 	-0 					
성호전자	연결	  컨센서스대비(%)				-	-	-		
성호전자	연결	영업이익(억원)	20 	259 	63 					
성호전자	연결	  전년동기대비(%)	66 	"1,164 "	-76 					
성호전자	연결	  컨센서스대비(%)				-	-	-		
성호전자	연결	당기순이익(억원)	-42 	176 	81 					
성호전자	연결	  전년동기대비(%)	적전	흑전	-54 					
성호전자	연결	  컨센서스대비(%)				-	-	-		
세경하이테크	연결	매출액(억원)	"2,606 "	"3,045 "	"3,203 "	"3,064 "	"4,320 "	"4,583 "		
세경하이테크	연결	  전년동기대비(%)	-3 	17 	5 	-4 	41 	6 		
세경하이테크	연결	  컨센서스대비(%)		1 	0 	-	-	-		
세경하이테크	연결	영업이익(억원)	80 	362 	315 	270 	482 	583 		
세경하이테크	연결	  전년동기대비(%)	-54 	352 	-13 	-14 	79 	21 		
세경하이테크	연결	  컨센서스대비(%)		7 	-0 	-	-	-		
세경하이테크	연결	당기순이익(억원)	165 	349 	413 	367 	528 	618 		
세경하이테크	연결	  전년동기대비(%)	-27 	111 	18 	-11 	44 	17 		
세경하이테크	연결	  컨센서스대비(%)		75 	1 	-	-	-		
세기상사	연결	매출액(억원)	337 	303 	320 					
세기상사	연결	  전년동기대비(%)	89 	-10 	6 					
세기상사	연결	  컨센서스대비(%)				-	-	-		
세기상사	연결	영업이익(억원)	-8 	-7 	-20 					
세기상사	연결	  전년동기대비(%)	적지	적지	적지					
세기상사	연결	  컨센서스대비(%)				-	-	-		
세기상사	연결	당기순이익(억원)	-13 	-16 	-28 					
세기상사	연결	  전년동기대비(%)	적지	적지	적지					
세기상사	연결	  컨센서스대비(%)				-	-	-		
세니젠	연결	매출액(억원)	268 	223 	240 					
세니젠	연결	  전년동기대비(%)	6 	-17 	8 					
세니젠	연결	  컨센서스대비(%)				-	-	-		
세니젠	연결	영업이익(억원)	-41 	-63 	-51 					
세니젠	연결	  전년동기대비(%)	적지	적지	적지					
세니젠	연결	  컨센서스대비(%)				-	-	-		
세니젠	연결	당기순이익(억원)	-41 	-88 	-51 					
세니젠	연결	  전년동기대비(%)	적지	적지	적지					
세니젠	연결	  컨센서스대비(%)				-	-	-		
세동	연결	매출액(억원)	"1,561 "	"1,699 "	"1,711 "					
세동	연결	  전년동기대비(%)	22 	9 	1 					
세동	연결	  컨센서스대비(%)				-	-	-		
세동	연결	영업이익(억원)	127 	126 	107 					
세동	연결	  전년동기대비(%)	449 	-1 	-15 					
세동	연결	  컨센서스대비(%)				-	-	-		
세동	연결	당기순이익(억원)	124 	98 	-12 					
세동	연결	  전년동기대비(%)	흑전	-21 	적전					
세동	연결	  컨센서스대비(%)				-	-	-		
세림B&G	연결	매출액(억원)	525 	582 	554 					
세림B&G	연결	  전년동기대비(%)	10 	11 	-5 					
세림B&G	연결	  컨센서스대비(%)				-	-	-		
세림B&G	연결	영업이익(억원)	27 	43 	31 					
세림B&G	연결	  전년동기대비(%)	28 	60 	-28 					
세림B&G	연결	  컨센서스대비(%)				-	-	-		
세림B&G	연결	당기순이익(억원)	22 	38 	23 					
세림B&G	연결	  전년동기대비(%)	흑전	73 	-39 					
세림B&G	연결	  컨센서스대비(%)				-	-	-		
세메스	연결	매출액(억원)	"28,970 "	"25,155 "	"24,450 "					
세메스	연결	  전년동기대비(%)	-8 	-13 	-3 					
세메스	연결	  컨센서스대비(%)				-	-	-		
세메스	연결	영업이익(억원)	"2,194 "	668 	"1,213 "					
세메스	연결	  전년동기대비(%)	-38 	-70 	82 					
세메스	연결	  컨센서스대비(%)				-	-	-		
세메스	연결	당기순이익(억원)	"1,858 "	605 	"1,452 "					
세메스	연결	  전년동기대비(%)	-30 	-67 	140 					
세메스	연결	  컨센서스대비(%)				-	-	-		
세명전기	연결	매출액(억원)	140 	125 	144 					
세명전기	연결	  전년동기대비(%)	-7 	-11 	16 					
세명전기	연결	  컨센서스대비(%)				-	-	-		
세명전기	연결	영업이익(억원)	10 	20 	30 					
세명전기	연결	  전년동기대비(%)	-37 	95 	52 					
세명전기	연결	  컨센서스대비(%)				-	-	-		
세명전기	연결	당기순이익(억원)	23 	13 	47 					
세명전기	연결	  전년동기대비(%)	-3 	-42 	258 					
세명전기	연결	  컨센서스대비(%)				-	-	-		
세방	연결	매출액(억원)	"12,904 "	"11,420 "	"13,734 "					
세방	연결	  전년동기대비(%)	22 	-12 	20 					
세방	연결	  컨센서스대비(%)				-	-	-		
세방	연결	영업이익(억원)	451 	287 	245 					
세방	연결	  전년동기대비(%)	55 	-37 	-15 					
세방	연결	  컨센서스대비(%)				-	-	-		
세방	연결	당기순이익(억원)	"1,055 "	700 	855 					
세방	연결	  전년동기대비(%)	101 	-34 	22 					
세방	연결	  컨센서스대비(%)				-	-	-		
세방전지	연결	매출액(억원)	"14,731 "	"16,848 "	"20,595 "					
세방전지	연결	  전년동기대비(%)	9 	14 	22 					
세방전지	연결	  컨센서스대비(%)	-0 		2 	-	-	-		
세방전지	연결	영업이익(억원)	811 	"1,299 "	"1,797 "					
세방전지	연결	  전년동기대비(%)	-19 	60 	38 					
세방전지	연결	  컨센서스대비(%)	-5 		-6 	-	-	-		
세방전지	연결	당기순이익(억원)	427 	"1,184 "	"1,723 "					
세방전지	연결	  전년동기대비(%)	-50 	177 	46 					
세방전지	연결	  컨센서스대비(%)	-30 		2 	-	-	-		
세보엠이씨	연결	매출액(억원)	"10,320 "	"8,717 "	"7,975 "					
세보엠이씨	연결	  전년동기대비(%)	139 	-16 	-9 					
세보엠이씨	연결	  컨센서스대비(%)				-	-	-		
세보엠이씨	연결	영업이익(억원)	331 	376 	377 					
세보엠이씨	연결	  전년동기대비(%)	285 	14 	0 					
세보엠이씨	연결	  컨센서스대비(%)				-	-	-		
세보엠이씨	연결	당기순이익(억원)	236 	302 	350 					
세보엠이씨	연결	  전년동기대비(%)	97 	28 	16 					
세보엠이씨	연결	  컨센서스대비(%)				-	-	-		
세븐브로이맥주	연결	매출액(억원)	327 	124 	85 					
세븐브로이맥주	연결	  전년동기대비(%)	-19 	-62 	-32 					
세븐브로이맥주	연결	  컨센서스대비(%)				-	-	-		
세븐브로이맥주	연결	영업이익(억원)	49 	-62 	-91 					
세븐브로이맥주	연결	  전년동기대비(%)	-58 	적전	적지					
세븐브로이맥주	연결	  컨센서스대비(%)				-	-	-		
세븐브로이맥주	연결	당기순이익(억원)	45 	-91 	-175 					
세븐브로이맥주	연결	  전년동기대비(%)	-53 	적전	적지					
세븐브로이맥주	연결	  컨센서스대비(%)				-	-	-		
세아메카닉스	연결	매출액(억원)	876 	868 	923 					
세아메카닉스	연결	  전년동기대비(%)	-16 	-1 	6 					
세아메카닉스	연결	  컨센서스대비(%)				-	-	-		
세아메카닉스	연결	영업이익(억원)	23 	20 	-27 					
세아메카닉스	연결	  전년동기대비(%)	-58 	-12 	적전					
세아메카닉스	연결	  컨센서스대비(%)				-	-	-		
세아메카닉스	연결	당기순이익(억원)	38 	64 	25 					
세아메카닉스	연결	  전년동기대비(%)	-38 	66 	-60 					
세아메카닉스	연결	  컨센서스대비(%)				-	-	-		
세아베스틸지주	연결	매출액(억원)	"43,863 "	"40,835 "	"36,361 "	"36,269 "	"37,967 "	"40,170 "		
세아베스틸지주	연결	  전년동기대비(%)	20 	-7 	-11 	-0 	5 	6 		
세아베스틸지주	연결	  컨센서스대비(%)	-0 	1 	-1 	-	-	-		
세아베스틸지주	연결	영업이익(억원)	"1,279 "	"1,967 "	523 	"1,108 "	"1,486 "	"1,865 "		
세아베스틸지주	연결	  전년동기대비(%)	-46 	54 	-73 	112 	34 	26 	-78 	-9 
세아베스틸지주	연결	  컨센서스대비(%)	-22 	-7 	-61 	-	-	-		
세아베스틸지주	연결	당기순이익(억원)	883 	"1,260 "	203 	685 	996 	"1,278 "		
세아베스틸지주	연결	  전년동기대비(%)	-52 	43 	-84 	238 	45 	28 	-192 	-17 
세아베스틸지주	연결	  컨센서스대비(%)	-38 	-12 	-77 	-	-	-		
세아제강	연결	매출액(억원)	"18,018 "	"18,609 "	"18,094 "	"17,063 "	"17,876 "	"18,278 "		
세아제강	연결	  전년동기대비(%)	20 	3 	-3 	-6 	5 	2 		
세아제강	연결	  컨센서스대비(%)				-	-	-		
세아제강	연결	영업이익(억원)	"2,152 "	"2,319 "	"2,029 "	"1,254 "	"1,465 "	"1,175 "		
세아제강	연결	  전년동기대비(%)	63 	8 	-13 	-38 	17 	-20 		
세아제강	연결	  컨센서스대비(%)				-	-	-		
세아제강	연결	당기순이익(억원)	"1,593 "	"1,888 "	"1,371 "	"1,067 "	"1,241 "	927 		
세아제강	연결	  전년동기대비(%)	74 	19 	-27 	-22 	16 	-25 		
세아제강	연결	  컨센서스대비(%)				-	-	-		
세아제강지주	연결	매출액(억원)	"39,538 "	"39,133 "	"36,751 "	"38,190 "	"43,000 "	"46,110 "		
세아제강지주	연결	  전년동기대비(%)	39 	-1 	-6 	4 	13 	7 		
세아제강지주	연결	  컨센서스대비(%)	1 			-	-	-		
세아제강지주	연결	영업이익(억원)	"5,672 "	"5,909 "	"2,116 "	"2,740 "	"3,510 "	"3,880 "		
세아제강지주	연결	  전년동기대비(%)	90 	4 	-64 	29 	28 	11 	-1 	-18 
세아제강지주	연결	  컨센서스대비(%)	-13 			-	-	-		
세아제강지주	연결	당기순이익(억원)	"3,763 "	"4,097 "	"1,170 "	"2,000 "	"2,570 "	"2,730 "		
세아제강지주	연결	  전년동기대비(%)	66 	9 	-71 	71 	29 	6 	-42 	-22 
