기업,구분,항목,2022/12,2023/12,2024/12,2025/12(E),2026/12(E),2027/12(E)
문배철강,연결,  전년동기대비(%),3.31,-29.21,-64.35,,,
문배철강,연결,  컨센서스대비(%),,,,-,-,-
미디어젠,연결,매출액(억원),173.56,127.53,120.17,,,
미디어젠,연결,  전년동기대비(%),15.75,-26.52,-5.77,,,
미디어젠,연결,  컨센서스대비(%),,,,-,-,-
미디어젠,연결,영업이익(억원),-20.39,-52.72,-46.74,,,
미디어젠,연결,  전년동기대비(%),적지,적지,적지,,,
미디어젠,연결,  컨센서스대비(%),,,,-,-,-
미디어젠,연결,당기순이익(억원),-18.63,-54.63,-41.77,,,
미디어젠,연결,  전년동기대비(%),적전,적지,적지,,,
미디어젠,연결,  컨센서스대비(%),,,,-,-,-
미라콤아이앤씨,연결,매출액(억원),"3,036.34","2,540.38","2,785.61",,,
미라콤아이앤씨,연결,  전년동기대비(%),-1.92,-16.33,9.65,,,
미라콤아이앤씨,연결,  컨센서스대비(%),,,,-,-,-
미라콤아이앤씨,연결,영업이익(억원),162.96,110.03,54.14,,,
미라콤아이앤씨,연결,  전년동기대비(%),135.12,-32.48,-50.80,,,
미라콤아이앤씨,연결,  컨센서스대비(%),,,,-,-,-
미라콤아이앤씨,연결,당기순이익(억원),142.65,102.80,72.82,,,
미라콤아이앤씨,연결,  전년동기대비(%),137.99,-27.94,-29.16,,,
미라콤아이앤씨,연결,  컨센서스대비(%),,,,-,-,-
미래나노텍,연결,매출액(억원),"4,903.28","6,940.26","6,223.15",,,
미래나노텍,연결,  전년동기대비(%),7.00,41.54,-10.33,,,
미래나노텍,연결,  컨센서스대비(%),,,,-,-,-
미래나노텍,연결,영업이익(억원),97.00,137.04,248.60,,,
미래나노텍,연결,  전년동기대비(%),-58.97,41.28,81.41,,,
미래나노텍,연결,  컨센서스대비(%),,,,-,-,-
미래나노텍,연결,당기순이익(억원),-71.66,8.04,257.74,,,
미래나노텍,연결,  전년동기대비(%),적전,흑전,"3,105.72",,,
미래나노텍,연결,  컨센서스대비(%),,,,-,-,-
미래반도체,연결,매출액(억원),"5,501.53","3,805.10","4,876.31",,,
미래반도체,연결,  전년동기대비(%),67.71,-30.84,28.15,,,
미래반도체,연결,  컨센서스대비(%),-0.01,-1.19,,-,-,-
미래반도체,연결,영업이익(억원),221.02,94.07,102.34,,,
미래반도체,연결,  전년동기대비(%),12.73,-57.44,8.79,,,
미래반도체,연결,  컨센서스대비(%),0.01,2.25,,-,-,-
미래반도체,연결,당기순이익(억원),150.13,50.64,60.49,,,
미래반도체,연결,  전년동기대비(%),1.68,-66.27,19.45,,,
미래반도체,연결,  컨센서스대비(%),-23.40,20.57,,-,-,-
미래산업,연결,매출액(억원),561.72,217.39,270.42,,,
미래산업,연결,  전년동기대비(%),16.21,-61.30,24.39,,,
미래산업,연결,  컨센서스대비(%),,,,-,-,-
미래산업,연결,영업이익(억원),80.20,-159.75,121.21,,,
미래산업,연결,  전년동기대비(%),-5.50,적전,흑전,,,
미래산업,연결,  컨센서스대비(%),,,,-,-,-
미래산업,연결,당기순이익(억원),80.23,-315.02,66.04,,,
미래산업,연결,  전년동기대비(%),7.12,적전,흑전,,,
미래산업,연결,  컨센서스대비(%),,,,-,-,-
미래생명자원,연결,매출액(억원),756.35,600.16,624.53,,,
미래생명자원,연결,  전년동기대비(%),13.45,-20.65,4.06,,,
미래생명자원,연결,  컨센서스대비(%),,,,-,-,-
미래생명자원,연결,영업이익(억원),15.83,0.20,1.84,,,
미래생명자원,연결,  전년동기대비(%),-14.66,-98.74,820.00,,,
미래생명자원,연결,  컨센서스대비(%),,,,-,-,-
미래생명자원,연결,당기순이익(억원),8.78,3.59,-4.20,,,
미래생명자원,연결,  전년동기대비(%),-18.63,-59.11,적전,,,
미래생명자원,연결,  컨센서스대비(%),,,,-,-,-
미래아이앤지,연결,매출액(억원),128.28,130.26,117.03,,,
미래아이앤지,연결,  전년동기대비(%),64.29,1.54,-10.16,,,
미래아이앤지,연결,  컨센서스대비(%),,,,-,-,-
미래아이앤지,연결,영업이익(억원),31.06,32.33,20.13,,,
미래아이앤지,연결,  전년동기대비(%),245.49,4.09,-37.74,,,
미래아이앤지,연결,  컨센서스대비(%),,,,-,-,-
미래아이앤지,연결,당기순이익(억원),-30.42,-92.98,-80.38,,,
미래아이앤지,연결,  전년동기대비(%),적지,적지,적지,,,
미래아이앤지,연결,  컨센서스대비(%),,,,-,-,-
미래에셋드림스팩1호,연결,영업수익(억원),,,,,,
미래에셋드림스팩1호,연결,  전년동기대비(%),,,,,,
미래에셋드림스팩1호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋드림스팩1호,연결,영업이익(억원),-0.23,-0.67,-0.55,,,
미래에셋드림스팩1호,연결,  전년동기대비(%),,적지,적지,,,
미래에셋드림스팩1호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋드림스팩1호,연결,당기순이익(억원),-1.33,11.93,17.76,,,
미래에셋드림스팩1호,연결,  전년동기대비(%),,흑전,48.87,,,
미래에셋드림스팩1호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋벤처투자,연결,영업수익(억원),"2,179.63","2,170.47","2,338.72",,,
미래에셋벤처투자,연결,  전년동기대비(%),-20.69,-0.42,7.75,,,
미래에셋벤처투자,연결,  컨센서스대비(%),,,,-,-,-
미래에셋벤처투자,연결,영업이익(억원),591.92,319.25,157.04,,,
미래에셋벤처투자,연결,  전년동기대비(%),-38.58,-46.07,-50.81,,,
미래에셋벤처투자,연결,  컨센서스대비(%),,,,-,-,-
미래에셋벤처투자,연결,당기순이익(억원),561.03,245.39,85.57,,,
미래에셋벤처투자,연결,  전년동기대비(%),-30.14,-56.26,-65.13,,,
미래에셋벤처투자,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩2호,연결,영업수익(억원),,,,,,
미래에셋비전스팩2호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩2호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩2호,연결,영업이익(억원),-0.10,-0.34,-1.08,,,
미래에셋비전스팩2호,연결,  전년동기대비(%),,적지,적지,,,
미래에셋비전스팩2호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩2호,연결,당기순이익(억원),-0.12,2.04,1.59,,,
미래에셋비전스팩2호,연결,  전년동기대비(%),,흑전,-22.06,,,
미래에셋비전스팩2호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩3호,연결,영업수익(억원),,,,,,
미래에셋비전스팩3호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩3호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩3호,연결,영업이익(억원),-0.08,-0.54,-0.47,,,
미래에셋비전스팩3호,연결,  전년동기대비(%),,적지,적지,,,
미래에셋비전스팩3호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩3호,연결,당기순이익(억원),-0.20,0.73,2.05,,,
미래에셋비전스팩3호,연결,  전년동기대비(%),,흑전,180.82,,,
미래에셋비전스팩3호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩4호,연결,영업수익(억원),,,,,,
미래에셋비전스팩4호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩4호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩4호,연결,영업이익(억원),,,-0.39,,,
미래에셋비전스팩4호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩4호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩4호,연결,당기순이익(억원),,,1.91,,,
미래에셋비전스팩4호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩4호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩5호,연결,영업수익(억원),,,,,,
미래에셋비전스팩5호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩5호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩5호,연결,영업이익(억원),,,-0.37,,,
미래에셋비전스팩5호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩5호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩5호,연결,당기순이익(억원),,,0.94,,,
미래에셋비전스팩5호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩5호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩6호,연결,영업수익(억원),,,,,,
미래에셋비전스팩6호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩6호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩6호,연결,영업이익(억원),,,-0.28,,,
미래에셋비전스팩6호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩6호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩6호,연결,당기순이익(억원),,,1.25,,,
미래에셋비전스팩6호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩6호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩7호,연결,영업수익(억원),,,,,,
미래에셋비전스팩7호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩7호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩7호,연결,영업이익(억원),,,-0.26,,,
미래에셋비전스팩7호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩7호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋비전스팩7호,연결,당기순이익(억원),,,0.44,,,
미래에셋비전스팩7호,연결,  전년동기대비(%),,,,,,
미래에셋비전스팩7호,연결,  컨센서스대비(%),,,,-,-,-
미래에셋생명,연결,보험료수익(억원),"40,945.97","15,136.82","12,831.50",,,
미래에셋생명,연결,  전년동기대비(%),136.44,-63.03,-15.23,,,
미래에셋생명,연결,  컨센서스대비(%),,,,-,-,-
미래에셋생명,연결,영업이익(억원),"1,623.94","1,487.26","1,221.30",,,
미래에셋생명,연결,  전년동기대비(%),52.46,-8.42,-17.88,,,
미래에셋생명,연결,  컨센서스대비(%),,,,-,-,-
미래에셋생명,연결,당기순이익(억원),"1,248.15","1,014.05","1,361.15",,,
미래에셋생명,연결,  전년동기대비(%),57.82,-18.76,34.23,,,
미래에셋생명,연결,  컨센서스대비(%),,,,-,-,-
미래에셋증권,연결,순영업수익(억원),"21,760.13","18,873.69","28,315.26","28,693","30,020","31,846"
미래에셋증권,연결,  전년동기대비(%),-26.90,-13.26,50.03,1.33,4.62,6.08
미래에셋증권,연결,  컨센서스대비(%),-3.55,-7.40,5.07,-,-,-
미래에셋증권,연결,영업이익(억원),"8,355.60","5,210.37","11,880.76","11,811","12,655","12,773"
미래에셋증권,연결,  전년동기대비(%),-43.75,-37.64,128.02,-0.59,7.14,0.94
미래에셋증권,연결,  컨센서스대비(%),-10.49,-23.98,8.00,-,-,-
미래에셋증권,연결,당기순이익(억원),"7,061.31","3,332.38","9,254.70","9,114","9,732","10,156"
미래에셋증권,연결,  전년동기대비(%),-40.33,-52.81,177.72,-1.52,6.77,4.36
미래에셋증권,연결,  컨센서스대비(%),-0.68,-28.62,2.76,-,-,-
미래엔에듀파트너,연결,매출액(억원),134.96,199.40,191.77,,,
미래엔에듀파트너,연결,  전년동기대비(%),62.52,47.75,-3.83,,,
미래엔에듀파트너,연결,  컨센서스대비(%),,,,-,-,-
미래엔에듀파트너,연결,영업이익(억원),-9.60,3.46,7.75,,,
미래엔에듀파트너,연결,  전년동기대비(%),적지,흑전,123.99,,,
미래엔에듀파트너,연결,  컨센서스대비(%),,,,-,-,-
미래엔에듀파트너,연결,당기순이익(억원),-13.11,-2.24,8.33,,,
미래엔에듀파트너,연결,  전년동기대비(%),적지,적지,흑전,,,
미래엔에듀파트너,연결,  컨센서스대비(%),,,,-,-,-
미래컴퍼니,연결,매출액(억원),"1,548.57","1,094.74",672.79,,,
미래컴퍼니,연결,  전년동기대비(%),33.06,-29.31,-38.54,,,
미래컴퍼니,연결,  컨센서스대비(%),,,,-,-,-
미래컴퍼니,연결,영업이익(억원),255.22,-17.46,-168.15,,,
미래컴퍼니,연결,  전년동기대비(%),455.31,적전,적지,,,
미래컴퍼니,연결,  컨센서스대비(%),,,,-,-,-
미래컴퍼니,연결,당기순이익(억원),292.94,35.39,-71.42,,,
미래컴퍼니,연결,  전년동기대비(%),355.80,-87.92,적전,,,
미래컴퍼니,연결,  컨센서스대비(%),,,,-,-,-
미스터블루,연결,매출액(억원),771.57,741.26,703.42,,,
미스터블루,연결,  전년동기대비(%),25.55,-3.93,-5.10,,,
미스터블루,연결,  컨센서스대비(%),,,,-,-,-
미스터블루,연결,영업이익(억원),74.41,6.95,-135.53,,,
미스터블루,연결,  전년동기대비(%),9.94,-90.66,적전,,,
미스터블루,연결,  컨센서스대비(%),,,,-,-,-
미스터블루,연결,당기순이익(억원),31.35,-112.29,-167.43,,,
미스터블루,연결,  전년동기대비(%),-53.53,적전,적지,,,
미스터블루,연결,  컨센서스대비(%),,,,-,-,-
미스토홀딩스,연결,매출액(억원),"42,217.50","40,066.27","42,687.43","43,284","43,332","44,107"
미스토홀딩스,연결,  전년동기대비(%),11.28,-5.10,6.54,1.40,0.11,1.79
미스토홀딩스,연결,  컨센서스대비(%),-0.23,-0.77,0.11,-,-,-
미스토홀딩스,연결,영업이익(억원),"4,350.72","3,034.94","3,608.04","4,996","5,538","5,587"
미스토홀딩스,연결,  전년동기대비(%),-11.72,-30.24,18.88,38.48,10.84,0.89
미스토홀딩스,연결,  컨센서스대비(%),-7.11,-5.74,-7.38,-,-,-
미스토홀딩스,연결,당기순이익(억원),"4,675.44","1,530.57","2,077.22","3,559","4,061","4,502"
미스토홀딩스,연결,  전년동기대비(%),38.40,-67.26,35.72,71.33,14.11,10.86
미스토홀딩스,연결,  컨센서스대비(%),38.06,-30.57,-23.58,-,-,-
미원상사,연결,매출액(억원),"4,381.88","4,213.67","4,357.98",,,
미원상사,연결,  전년동기대비(%),21.79,-3.84,3.42,,,
미원상사,연결,  컨센서스대비(%),,,,-,-,-
미원상사,연결,영업이익(억원),770.16,672.39,599.46,,,
미원상사,연결,  전년동기대비(%),34.75,-12.69,-10.85,,,
미원상사,연결,  컨센서스대비(%),,,,-,-,-
미원상사,연결,당기순이익(억원),722.16,610.16,505.49,,,
미원상사,연결,  전년동기대비(%),25.06,-15.51,-17.15,,,
미원상사,연결,  컨센서스대비(%),,,,-,-,-
미원에스씨,연결,매출액(억원),"6,116.50","4,376.73","5,092.67",,,
미원에스씨,연결,  전년동기대비(%),15.11,-28.44,16.36,,,
미원에스씨,연결,  컨센서스대비(%),,,,-,-,-
미원에스씨,연결,영업이익(억원),808.53,225.27,587.67,,,
미원에스씨,연결,  전년동기대비(%),-14.92,-72.14,160.87,,,
미원에스씨,연결,  컨센서스대비(%),,,,-,-,-
미원에스씨,연결,당기순이익(억원),648.24,186.05,545.67,,,
미원에스씨,연결,  전년동기대비(%),-18.87,-71.30,193.29,,,
미원에스씨,연결,  컨센서스대비(%),,,,-,-,-
미원홀딩스,연결,매출액(억원),"4,992.93","4,431.62","4,765.76",,,
미원홀딩스,연결,  전년동기대비(%),18.49,-11.24,7.54,,,
미원홀딩스,연결,  컨센서스대비(%),,,,-,-,-
미원홀딩스,연결,영업이익(억원),228.41,155.64,230.33,,,
미원홀딩스,연결,  전년동기대비(%),-23.16,-31.86,47.99,,,
미원홀딩스,연결,  컨센서스대비(%),,,,-,-,-
미원홀딩스,연결,당기순이익(억원),266.02,170.37,292.44,,,
미원홀딩스,연결,  전년동기대비(%),-33.88,-35.96,71.65,,,
미원홀딩스,연결,  컨센서스대비(%),,,,-,-,-
미원화학,연결,매출액(억원),"2,351.66","2,326.16","2,561.10",,,
미원화학,연결,  전년동기대비(%),19.09,-1.08,10.10,,,
미원화학,연결,  컨센서스대비(%),,,,-,-,-
미원화학,연결,영업이익(억원),189.83,249.13,286.35,,,
미원화학,연결,  전년동기대비(%),48.63,31.24,14.94,,,
미원화학,연결,  컨센서스대비(%),,,,-,-,-
미원화학,연결,당기순이익(억원),162.61,218.14,269.31,,,
미원화학,연결,  전년동기대비(%),43.27,34.15,23.46,,,
미원화학,연결,  컨센서스대비(%),,,,-,-,-
미쥬,연결,매출액(억원),193.17,231.49,308.18,,,
미쥬,연결,  전년동기대비(%),35.90,19.84,33.13,,,
미쥬,연결,  컨센서스대비(%),,,,-,-,-
미쥬,연결,영업이익(억원),10.80,12.53,14.76,,,
미쥬,연결,  전년동기대비(%),191.89,16.02,17.80,,,
미쥬,연결,  컨센서스대비(%),,,,-,-,-
미쥬,연결,당기순이익(억원),8.83,7.42,9.70,,,
미쥬,연결,  전년동기대비(%),144.60,-15.97,30.73,,,
미쥬,연결,  컨센서스대비(%),,,,-,-,-
미창석유,연결,매출액(억원),"4,187.90","4,092.35","4,319.42",,,
미창석유,연결,  전년동기대비(%),3.08,-2.28,5.55,,,
미창석유,연결,  컨센서스대비(%),,,,-,-,-
미창석유,연결,영업이익(억원),440.05,479.90,456.39,,,
미창석유,연결,  전년동기대비(%),24.13,9.06,-4.90,,,
미창석유,연결,  컨센서스대비(%),,,,-,-,-
미창석유,연결,당기순이익(억원),233.83,476.46,526.25,,,
미창석유,연결,  전년동기대비(%),-29.44,103.76,10.45,,,
미창석유,연결,  컨센서스대비(%),,,,-,-,-
미코,연결,매출액(억원),"4,148.32","3,816.55","5,405.05",,,
미코,연결,  전년동기대비(%),13.50,-8.00,41.62,,,
미코,연결,  컨센서스대비(%),,,,-,-,-
미코,연결,영업이익(억원),642.73,298.99,946.34,,,
미코,연결,  전년동기대비(%),-7.74,-53.48,216.51,,,
미코,연결,  컨센서스대비(%),,,,-,-,-
미코,연결,당기순이익(억원),-312.26,-20.37,765.14,,,
미코,연결,  전년동기대비(%),적전,적지,흑전,,,
미코,연결,  컨센서스대비(%),,,,-,-,-
미코바이오메드,연결,매출액(억원),161.11,53.67,46.40,,,
미코바이오메드,연결,  전년동기대비(%),-46.83,-66.69,-13.55,,,
미코바이오메드,연결,  컨센서스대비(%),,,,-,-,-
미코바이오메드,연결,영업이익(억원),-259.00,-193.76,-192.35,,,
미코바이오메드,연결,  전년동기대비(%),적지,적지,적지,,,
미코바이오메드,연결,  컨센서스대비(%),,,,-,-,-
미코바이오메드,연결,당기순이익(억원),-389.19,-257.95,-318.03,,,
미코바이오메드,연결,  전년동기대비(%),적지,적지,적지,,,
미코바이오메드,연결,  컨센서스대비(%),,,,-,-,-
미투온,연결,매출액(억원),"1,120.12","1,089.95",943.16,,,
미투온,연결,  전년동기대비(%),2.08,-2.69,-13.47,,,
미투온,연결,  컨센서스대비(%),,,,-,-,-
미투온,연결,영업이익(억원),270.25,221.31,118.11,,,
미투온,연결,  전년동기대비(%),-21.70,-18.11,-46.63,,,
미투온,연결,  컨센서스대비(%),,,,-,-,-
미투온,연결,당기순이익(억원),206.28,174.49,40.33,,,
미투온,연결,  전년동기대비(%),-20.29,-15.41,-76.89,,,
미투온,연결,  컨센서스대비(%),,,,-,-,-
미트박스,연결,매출액(억원),552.18,669.14,"1,102.63","1,459","1,661",
미트박스,연결,  전년동기대비(%),72.14,21.18,64.78,32.32,13.85,
미트박스,연결,  컨센서스대비(%),,,2.57,-,-,-
미트박스,연결,영업이익(억원),9.43,26.02,31.19,54,71,
미트박스,연결,  전년동기대비(%),흑전,175.93,19.87,73.13,31.48,
미트박스,연결,  컨센서스대비(%),,,0.61,-,-,-
미트박스,연결,당기순이익(억원),-10.81,34.86,11.23,46,37,
미트박스,연결,  전년동기대비(%),적지,흑전,-67.79,309.62,-19.57,
미트박스,연결,  컨센서스대비(%),,,-61.28,-,-,-
민테크,연결,매출액(억원),119.15,175.47,208.59,,,
민테크,연결,  전년동기대비(%),24.43,47.27,18.88,,,
민테크,연결,  컨센서스대비(%),,,,-,-,-
민테크,연결,영업이익(억원),-27.62,-66.01,-109.63,,,
민테크,연결,  전년동기대비(%),적전,적지,적지,,,
민테크,연결,  컨센서스대비(%),,,,-,-,-
민테크,연결,당기순이익(억원),-71.04,-85.04,-144.58,,,
민테크,연결,  전년동기대비(%),적지,적지,적지,,,
민테크,연결,  컨센서스대비(%),,,,-,-,-
밀리의서재,연결,매출액(억원),458.30,565.73,725.99,,,
밀리의서재,연결,  전년동기대비(%),58.82,23.44,28.33,,,
밀리의서재,연결,  컨센서스대비(%),,,,-,-,-
밀리의서재,연결,영업이익(억원),41.69,104.06,110.01,,,
밀리의서재,연결,  전년동기대비(%),흑전,149.60,5.72,,,
밀리의서재,연결,  컨센서스대비(%),,,,-,-,-
밀리의서재,연결,당기순이익(억원),133.50,145.38,115.03,,,
밀리의서재,연결,  전년동기대비(%),흑전,8.90,-20.88,,,
밀리의서재,연결,  컨센서스대비(%),,,,-,-,-
바디텍메드,연결,매출액(억원),"1,180.77","1,342.19","1,381.60",,,
바디텍메드,연결,  전년동기대비(%),-25.13,13.67,2.94,,,
바디텍메드,연결,  컨센서스대비(%),,0.31,-7.46,-,-,-
바디텍메드,연결,영업이익(억원),246.71,284.77,261.51,,,
바디텍메드,연결,  전년동기대비(%),-52.50,15.43,-8.17,,,
바디텍메드,연결,  컨센서스대비(%),,-5.08,-21.94,-,-,-
바디텍메드,연결,당기순이익(억원),252.81,266.68,272.20,,,
바디텍메드,연결,  전년동기대비(%),-46.66,5.49,2.07,,,
바디텍메드,연결,  컨센서스대비(%),,-8.04,-5.16,-,-,-
바른손,연결,매출액(억원),586.67,615.03,678.77,,,
바른손,연결,  전년동기대비(%),64.61,4.83,10.36,,,
바른손,연결,  컨센서스대비(%),,,,-,-,-
바른손,연결,영업이익(억원),-51.60,-56.92,-57.31,,,
바른손,연결,  전년동기대비(%),적지,적지,적지,,,
바른손,연결,  컨센서스대비(%),,,,-,-,-
바른손,연결,당기순이익(억원),-252.50,-159.62,-134.92,,,
바른손,연결,  전년동기대비(%),적전,적지,적지,,,
바른손,연결,  컨센서스대비(%),,,,-,-,-
바른손이앤에이,연결,매출액(억원),260.33,236.70,94.89,,,
바른손이앤에이,연결,  전년동기대비(%),143.05,-9.08,-59.91,,,
바른손이앤에이,연결,  컨센서스대비(%),,,,-,-,-
바른손이앤에이,연결,영업이익(억원),-42.23,-48.24,-2.66,,,
바른손이앤에이,연결,  전년동기대비(%),적지,적지,적지,,,
바른손이앤에이,연결,  컨센서스대비(%),,,,-,-,-
바른손이앤에이,연결,당기순이익(억원),-133.19,-139.26,-51.75,,,
바른손이앤에이,연결,  전년동기대비(%),적전,적지,적지,,,
바른손이앤에이,연결,  컨센서스대비(%),,,,-,-,-
바스칸바이오제약,연결,매출액(억원),267.98,304.23,288.52,,,
바스칸바이오제약,연결,  전년동기대비(%),15.86,13.53,-5.16,,,
바스칸바이오제약,연결,  컨센서스대비(%),,,,-,-,-
바스칸바이오제약,연결,영업이익(억원),2.61,12.13,12.45,,,
바스칸바이오제약,연결,  전년동기대비(%),-37.71,364.75,2.64,,,
바스칸바이오제약,연결,  컨센서스대비(%),,,,-,-,-
바스칸바이오제약,연결,당기순이익(억원),1.68,27.78,27.97,,,
바스칸바이오제약,연결,  전년동기대비(%),-54.47,"1,553.57",0.68,,,
바스칸바이오제약,연결,  컨센서스대비(%),,,,-,-,-
바이넥스,연결,매출액(억원),"1,566.77","1,548.25","1,300.51","1,905","2,335",
바이넥스,연결,  전년동기대비(%),16.58,-1.18,-16.00,46.51,22.52,
바이넥스,연결,  컨센서스대비(%),-1.27,-6.62,-12.34,-,-,-
바이넥스,연결,영업이익(억원),171.79,10.42,-307.55,150,372,
바이넥스,연결,  전년동기대비(%),31.05,-93.93,적전,흑전,147.67,
바이넥스,연결,  컨센서스대비(%),-16.20,-84.68,적지,-,-,-
바이넥스,연결,당기순이익(억원),123.65,45.84,-351.80,134,304,
바이넥스,연결,  전년동기대비(%),-35.02,-62.93,적전,흑전,126.49,
바이넥스,연결,  컨센서스대비(%),-27.69,-34.51,적지,-,-,-
바이브컴퍼니,연결,매출액(억원),344.48,299.77,263.41,,,
바이브컴퍼니,연결,  전년동기대비(%),-22.79,-12.98,-12.13,,,
바이브컴퍼니,연결,  컨센서스대비(%),,,,-,-,-
바이브컴퍼니,연결,영업이익(억원),-138.63,-92.26,-59.92,,,
바이브컴퍼니,연결,  전년동기대비(%),적지,적지,적지,,,
바이브컴퍼니,연결,  컨센서스대비(%),,,,-,-,-
바이브컴퍼니,연결,당기순이익(억원),-229.02,320.30,-93.30,,,
바이브컴퍼니,연결,  전년동기대비(%),적지,흑전,적전,,,
바이브컴퍼니,연결,  컨센서스대비(%),,,,-,-,-
바이오노트,연결,매출액(억원),"4,796.57",900.81,"1,027.80",,,
바이오노트,연결,  전년동기대비(%),-22.93,-81.22,14.10,,,
바이오노트,연결,  컨센서스대비(%),-12.91,,,-,-,-
바이오노트,연결,영업이익(억원),"2,954.10",-470.41,122.15,,,
바이오노트,연결,  전년동기대비(%),-36.98,적전,흑전,,,
바이오노트,연결,  컨센서스대비(%),-17.34,,,-,-,-
바이오노트,연결,당기순이익(억원),"3,077.98",-204.97,552.61,,,
바이오노트,연결,  전년동기대비(%),-54.51,적전,흑전,,,
바이오노트,연결,  컨센서스대비(%),-34.20,,,-,-,-
바이오니아,연결,매출액(억원),"2,183.94","2,632.37","2,939.75",,,
바이오니아,연결,  전년동기대비(%),-2.39,20.53,11.68,,,
바이오니아,연결,  컨센서스대비(%),-3.61,,,-,-,-
바이오니아,연결,영업이익(억원),115.40,7.92,-134.17,,,
바이오니아,연결,  전년동기대비(%),-75.48,-93.14,적전,,,
바이오니아,연결,  컨센서스대비(%),-47.74,,,-,-,-
바이오니아,연결,당기순이익(억원),151.22,-69.19,-190.42,,,
바이오니아,연결,  전년동기대비(%),-48.21,적전,적지,,,
바이오니아,연결,  컨센서스대비(%),,,,-,-,-
바이오다인,연결,매출액(억원),122.10,40.89,52.71,,,
바이오다인,연결,  전년동기대비(%),224.48,-66.51,28.91,,,
바이오다인,연결,  컨센서스대비(%),,,,-,-,-
바이오다인,연결,영업이익(억원),66.83,-20.51,-17.30,,,
바이오다인,연결,  전년동기대비(%),흑전,적전,적지,,,
바이오다인,연결,  컨센서스대비(%),,,,-,-,-
바이오다인,연결,당기순이익(억원),56.11,-9.92,0.11,,,
바이오다인,연결,  전년동기대비(%),흑전,적전,흑전,,,
바이오다인,연결,  컨센서스대비(%),,,,-,-,-
바이오비쥬,연결,매출액(억원),210.65,171.30,296.33,,,
바이오비쥬,연결,  전년동기대비(%),140.96,-18.68,72.99,,,
바이오비쥬,연결,  컨센서스대비(%),,,,-,-,-
바이오비쥬,연결,영업이익(억원),36.39,51.65,92.27,,,
바이오비쥬,연결,  전년동기대비(%),828.32,41.93,78.64,,,
바이오비쥬,연결,  컨센서스대비(%),,,,-,-,-
바이오비쥬,연결,당기순이익(억원),6.93,33.10,71.88,,,
바이오비쥬,연결,  전년동기대비(%),560.00,377.63,117.16,,,
바이오비쥬,연결,  컨센서스대비(%),,,,-,-,-
바이오솔루션,연결,매출액(억원),101.02,124.62,128.89,,,
바이오솔루션,연결,  전년동기대비(%),-14.40,23.36,3.43,,,
바이오솔루션,연결,  컨센서스대비(%),,,,-,-,-
바이오솔루션,연결,영업이익(억원),-52.89,-51.42,-50.69,,,
바이오솔루션,연결,  전년동기대비(%),적지,적지,적지,,,
바이오솔루션,연결,  컨센서스대비(%),,,,-,-,-
바이오솔루션,연결,당기순이익(억원),-80.87,-13.56,-119.28,,,
바이오솔루션,연결,  전년동기대비(%),적지,적지,적지,,,
바이오솔루션,연결,  컨센서스대비(%),,,,-,-,-
바이오스마트,연결,매출액(억원),"3,918.22","4,561.64","4,843.10",,,
바이오스마트,연결,  전년동기대비(%),107.11,16.42,6.17,,,
바이오스마트,연결,  컨센서스대비(%),,,,-,-,-
바이오스마트,연결,영업이익(억원),101.51,100.85,202.35,,,
바이오스마트,연결,  전년동기대비(%),26.38,-0.65,100.64,,,
