기업,구분,항목,2022/12,2023/12,2024/12,2025/12(E),2026/12(E),2027/12(E)
DL이앤씨,연결,  컨센서스대비(%),-0.01,1.50,2.49,-,-,-
DL이앤씨,연결,영업이익(억원),"4,969.65","3,306.59","2,709.45","4,626","5,420","6,103"
DL이앤씨,연결,  전년동기대비(%),-48.08,-33.46,-18.06,70.74,17.16,12.60
DL이앤씨,연결,  컨센서스대비(%),-4.88,-7.32,-0.02,-,-,-
DL이앤씨,연결,당기순이익(억원),"4,315.58","2,021.69","2,292.24","3,470","4,197","4,586"
DL이앤씨,연결,  전년동기대비(%),-32.13,-53.15,13.38,51.36,20.97,9.27
DL이앤씨,연결,  컨센서스대비(%),-9.19,-27.83,37.74,-,-,-
DMS,연결,매출액(억원),"3,170.48","1,645.25","1,706.46",,,
DMS,연결,  전년동기대비(%),40.66,-48.11,3.72,,,
DMS,연결,  컨센서스대비(%),,,,-,-,-
DMS,연결,영업이익(억원),535.42,289.21,345.62,,,
DMS,연결,  전년동기대비(%),67.27,-45.98,19.50,,,
DMS,연결,  컨센서스대비(%),,,,-,-,-
DMS,연결,당기순이익(억원),325.02,293.09,403.14,,,
DMS,연결,  전년동기대비(%),-7.69,-9.82,37.55,,,
DMS,연결,  컨센서스대비(%),,,,-,-,-
DN오토모티브,연결,매출액(억원),"31,563.76","32,692.43","34,345.42",,,
DN오토모티브,연결,  전년동기대비(%),239.12,3.58,5.06,,,
DN오토모티브,연결,  컨센서스대비(%),0.20,,,-,-,-
DN오토모티브,연결,영업이익(억원),"4,215.28","4,903.90","5,229.17",,,
DN오토모티브,연결,  전년동기대비(%),370.22,16.34,6.63,,,
DN오토모티브,연결,  컨센서스대비(%),7.81,,,-,-,-
DN오토모티브,연결,당기순이익(억원),"1,848.99","2,834.45","3,182.29",,,
DN오토모티브,연결,  전년동기대비(%),117.32,53.30,12.27,,,
DN오토모티브,연결,  컨센서스대비(%),-14.40,,,-,-,-
DRB동일,연결,매출액(억원),"6,618.14","7,377.78","7,526.88",,,
DRB동일,연결,  전년동기대비(%),20.04,11.48,2.02,,,
DRB동일,연결,  컨센서스대비(%),,,,-,-,-
DRB동일,연결,영업이익(억원),121.10,358.46,218.70,,,
DRB동일,연결,  전년동기대비(%),"1,995.16",196.00,-38.99,,,
DRB동일,연결,  컨센서스대비(%),,,,-,-,-
DRB동일,연결,당기순이익(억원),35.37,218.55,132.10,,,
DRB동일,연결,  전년동기대비(%),흑전,517.90,-39.56,,,
DRB동일,연결,  컨센서스대비(%),,,,-,-,-
DSC인베스트먼트,연결,영업수익(억원),337.75,335.65,386.27,,,
DSC인베스트먼트,연결,  전년동기대비(%),9.41,-0.62,15.08,,,
DSC인베스트먼트,연결,  컨센서스대비(%),,,,-,-,-
DSC인베스트먼트,연결,영업이익(억원),188.45,175.45,149.54,,,
DSC인베스트먼트,연결,  전년동기대비(%),13.43,-6.90,-14.77,,,
DSC인베스트먼트,연결,  컨센서스대비(%),,,,-,-,-
DSC인베스트먼트,연결,당기순이익(억원),161.56,146.06,105.73,,,
DSC인베스트먼트,연결,  전년동기대비(%),0.38,-9.59,-27.61,,,
DSC인베스트먼트,연결,  컨센서스대비(%),,,,-,-,-
DSR,연결,매출액(억원),"3,674.57","2,910.95","2,998.09",,,
DSR,연결,  전년동기대비(%),34.89,-20.78,2.99,,,
DSR,연결,  컨센서스대비(%),,,,-,-,-
DSR,연결,영업이익(억원),357.75,242.62,153.41,,,
DSR,연결,  전년동기대비(%),165.91,-32.18,-36.77,,,
DSR,연결,  컨센서스대비(%),,,,-,-,-
DSR,연결,당기순이익(억원),245.48,175.50,145.13,,,
DSR,연결,  전년동기대비(%),95.77,-28.51,-17.30,,,
DSR,연결,  컨센서스대비(%),,,,-,-,-
DSR제강,연결,매출액(억원),"2,616.87","2,129.54","2,155.82",,,
DSR제강,연결,  전년동기대비(%),26.33,-18.62,1.23,,,
DSR제강,연결,  컨센서스대비(%),,,,-,-,-
DSR제강,연결,영업이익(억원),263.67,234.95,195.11,,,
DSR제강,연결,  전년동기대비(%),514.33,-10.89,-16.96,,,
DSR제강,연결,  컨센서스대비(%),,,,-,-,-
DSR제강,연결,당기순이익(억원),289.26,129.44,-282.99,,,
DSR제강,연결,  전년동기대비(%),279.61,-55.25,적전,,,
DSR제강,연결,  컨센서스대비(%),,,,-,-,-
DS단석,연결,매출액(억원),"11,337.20","10,704.40","9,617.22",,,
DS단석,연결,  전년동기대비(%),25.90,-5.58,-10.16,,,
DS단석,연결,  컨센서스대비(%),,1.92,,-,-,-
DS단석,연결,영업이익(억원),739.85,762.40,121.88,,,
DS단석,연결,  전년동기대비(%),2.00,3.05,-84.01,,,
DS단석,연결,  컨센서스대비(%),,-13.95,,-,-,-
DS단석,연결,당기순이익(억원),271.82,391.62,-103.22,,,
DS단석,연결,  전년동기대비(%),-31.74,44.07,적전,,,
DS단석,연결,  컨센서스대비(%),,-17.21,,-,-,-
DXVX,연결,매출액(억원),321.84,412.44,339.47,,,
DXVX,연결,  전년동기대비(%),330.84,28.15,-17.69,,,
DXVX,연결,  컨센서스대비(%),,,,-,-,-
DXVX,연결,영업이익(억원),26.34,-154.49,-215.97,,,
DXVX,연결,  전년동기대비(%),흑전,적전,적지,,,
DXVX,연결,  컨센서스대비(%),,,,-,-,-
DXVX,연결,당기순이익(억원),-9.70,-278.36,-514.84,,,
DXVX,연결,  전년동기대비(%),적지,적지,적지,,,
DXVX,연결,  컨센서스대비(%),,,,-,-,-
E1,연결,매출액(억원),"79,907.68","78,277.37","111,924.12","136,967","138,797",
E1,연결,  전년동기대비(%),55.09,-2.04,42.98,22.37,1.34,
E1,연결,  컨센서스대비(%),,0.52,,-,-,-
E1,연결,영업이익(억원),"2,787.31",931.75,"2,176.06","2,455","2,640",
E1,연결,  전년동기대비(%),"4,899.66",-66.57,133.55,12.82,7.54,
E1,연결,  컨센서스대비(%),,-12.76,,-,-,-
E1,연결,당기순이익(억원),"1,414.66","2,143.89",655.97,"1,140","1,624",
E1,연결,  전년동기대비(%),2.09,51.55,-69.40,73.79,42.46,
E1,연결,  컨센서스대비(%),,-4.21,,-,-,-
EDGC,연결,매출액(억원),942.44,884.57,306.00,,,
EDGC,연결,  전년동기대비(%),5.56,-6.14,-65.41,,,
EDGC,연결,  컨센서스대비(%),,,,-,-,-
EDGC,연결,영업이익(억원),-95.20,-93.59,-126.29,,,
EDGC,연결,  전년동기대비(%),적지,적지,적지,,,
EDGC,연결,  컨센서스대비(%),,,,-,-,-
EDGC,연결,당기순이익(억원),-298.65,-330.27,-456.03,,,
EDGC,연결,  전년동기대비(%),적지,적지,적지,,,
EDGC,연결,  컨센서스대비(%),,,,-,-,-
EG,연결,매출액(억원),701.89,617.98,652.13,,,
EG,연결,  전년동기대비(%),-26.65,-11.95,5.53,,,
EG,연결,  컨센서스대비(%),,,,-,-,-
EG,연결,영업이익(억원),-85.62,-143.53,-54.66,,,
EG,연결,  전년동기대비(%),적전,적지,적지,,,
EG,연결,  컨센서스대비(%),,,,-,-,-
EG,연결,당기순이익(억원),-112.72,-205.65,-67.49,,,
EG,연결,  전년동기대비(%),적전,적지,적지,,,
EG,연결,  컨센서스대비(%),,,,-,-,-
EMB,연결,매출액(억원),242.82,243.46,276.84,,,
EMB,연결,  전년동기대비(%),4.28,0.26,13.71,,,
EMB,연결,  컨센서스대비(%),,,,-,-,-
EMB,연결,영업이익(억원),18.16,8.06,6.07,,,
EMB,연결,  전년동기대비(%),26.29,-55.62,-24.69,,,
EMB,연결,  컨센서스대비(%),,,,-,-,-
EMB,연결,당기순이익(억원),-4.81,29.46,25.19,,,
EMB,연결,  전년동기대비(%),적전,흑전,-14.49,,,
EMB,연결,  컨센서스대비(%),,,,-,-,-
ES큐브,연결,매출액(억원),752.14,633.34,161.72,,,
ES큐브,연결,  전년동기대비(%),45.48,-15.79,-74.47,,,
ES큐브,연결,  컨센서스대비(%),,,,-,-,-
ES큐브,연결,영업이익(억원),153.43,107.90,-37.43,,,
ES큐브,연결,  전년동기대비(%),126.06,-29.67,적전,,,
ES큐브,연결,  컨센서스대비(%),,,,-,-,-
ES큐브,연결,당기순이익(억원),246.83,-279.38,9.09,,,
ES큐브,연결,  전년동기대비(%),359.13,적전,흑전,,,
ES큐브,연결,  컨센서스대비(%),,,,-,-,-
F&F,연결,매출액(억원),"18,088.95","19,784.96","18,960.10","19,854","21,063","22,527"
F&F,연결,  전년동기대비(%),66.08,9.38,-4.17,4.72,6.09,6.95
F&F,연결,  컨센서스대비(%),-3.76,-1.49,-0.48,-,-,-
F&F,연결,영업이익(억원),"5,248.83","5,518.35","4,507.37","4,735","5,179","5,642"
F&F,연결,  전년동기대비(%),62.66,5.13,-18.32,5.05,9.38,8.95
F&F,연결,  컨센서스대비(%),-7.35,-3.75,0.78,-,-,-
F&F,연결,당기순이익(억원),"4,426.65","4,250.18","3,559.60","3,704","4,067","4,368"
F&F,연결,  전년동기대비(%),96.08,-3.99,-16.25,4.05,9.79,7.41
F&F,연결,  컨센서스대비(%),4.66,-6.34,3.39,-,-,-
F&F홀딩스,연결,매출액(억원),"18,168.15","19,862.97","18,983.02",,,
F&F홀딩스,연결,  전년동기대비(%),149.86,9.33,-4.43,,,
F&F홀딩스,연결,  컨센서스대비(%),,,,-,-,-
F&F홀딩스,연결,영업이익(억원),"4,862.32","5,143.92","4,163.67",,,
F&F홀딩스,연결,  전년동기대비(%),132.44,5.79,-19.06,,,
F&F홀딩스,연결,  컨센서스대비(%),,,,-,-,-
F&F홀딩스,연결,당기순이익(억원),"4,175.60","3,936.03","3,219.89",,,
F&F홀딩스,연결,  전년동기대비(%),-79.14,-5.74,-18.19,,,
F&F홀딩스,연결,  컨센서스대비(%),,,,-,-,-
FSN,연결,매출액(억원),"1,765.41","1,756.08","2,656.43",,,
FSN,연결,  전년동기대비(%),-16.66,-0.53,51.27,,,
FSN,연결,  컨센서스대비(%),,-16.77,,-,-,-
FSN,연결,영업이익(억원),-21.48,-59.66,8.32,,,
FSN,연결,  전년동기대비(%),적전,적지,흑전,,,
FSN,연결,  컨센서스대비(%),,적전,,-,-,-
FSN,연결,당기순이익(억원),-127.36,-247.85,-609.43,,,
FSN,연결,  전년동기대비(%),적전,적지,적지,,,
FSN,연결,  컨센서스대비(%),,적지,,-,-,-
GH신소재,연결,매출액(억원),868.53,827.92,837.25,,,
GH신소재,연결,  전년동기대비(%),30.21,-4.68,1.13,,,
GH신소재,연결,  컨센서스대비(%),,,,-,-,-
GH신소재,연결,영업이익(억원),32.22,44.65,76.67,,,
GH신소재,연결,  전년동기대비(%),46.19,38.58,71.71,,,
GH신소재,연결,  컨센서스대비(%),,,,-,-,-
GH신소재,연결,당기순이익(억원),44.14,27.31,62.04,,,
GH신소재,연결,  전년동기대비(%),85.31,-38.13,127.17,,,
GH신소재,연결,  컨센서스대비(%),,,,-,-,-
GKL,연결,매출액(억원),"2,621.11","3,966.94","3,963.90","4,358","4,662",
GKL,연결,  전년동기대비(%),208.05,51.35,-0.08,9.93,6.98,
GKL,연결,  컨센서스대비(%),-0.43,-4.38,0.07,-,-,-
GKL,연결,영업이익(억원),-139.17,510.18,383.25,577,674,
GKL,연결,  전년동기대비(%),적지,흑전,-24.88,50.66,16.69,
GKL,연결,  컨센서스대비(%),적지,-25.10,-15.00,-,-,-
GKL,연결,당기순이익(억원),-227.44,438.48,330.60,474,552,
GKL,연결,  전년동기대비(%),적지,흑전,-24.60,43.30,16.52,
GKL,연결,  컨센서스대비(%),적지,-23.81,-11.37,-,-,-
GRT,연결,매출액(억원),,,,,,
GRT,연결,  전년동기대비(%),,,,,,
GRT,연결,  컨센서스대비(%),,,,,,
GRT,연결,영업이익(억원),,,,,,
GRT,연결,  전년동기대비(%),,,,,,
GRT,연결,  컨센서스대비(%),,,,,,
GRT,연결,당기순이익(억원),,,,,,
GRT,연결,  전년동기대비(%),,,,,,
GRT,연결,  컨센서스대비(%),,,,,,
GS,연결,매출액(억원),"285,825.13","259,784.94","252,974.67","252,289","258,147","256,220"
GS,연결,  전년동기대비(%),41.74,-9.11,-2.62,-0.27,2.32,-0.75
GS,연결,  컨센서스대비(%),0.39,-0.76,0.13,-,-,-
GS,연결,영업이익(억원),"51,201.81","37,218.02","30,601.63","30,303","30,744","29,810"
GS,연결,  전년동기대비(%),93.12,-27.31,-17.78,-0.98,1.45,-3.04
GS,연결,  컨센서스대비(%),2.51,-0.48,-0.47,-,-,-
GS,연결,당기순이익(억원),"24,827.04","15,787.11","8,635.17","9,991","10,768","10,260"
GS,연결,  전년동기대비(%),53.76,-36.41,-45.30,15.70,7.78,-4.72
GS,연결,  컨센서스대비(%),-24.64,-20.22,-14.63,-,-,-
GST,연결,매출액(억원),"3,128.48","2,792.15","3,462.28","3,460","3,810",
GST,연결,  전년동기대비(%),2.75,-10.75,24.00,-0.07,10.12,
GST,연결,  컨센서스대비(%),1.86,,,-,-,-
GST,연결,영업이익(억원),569.41,425.38,590.81,590,700,
GST,연결,  전년동기대비(%),22.70,-25.29,38.89,-0.14,18.64,
GST,연결,  컨센서스대비(%),3.25,,,-,-,-
GST,연결,당기순이익(억원),476.02,369.37,458.62,,,
GST,연결,  전년동기대비(%),22.15,-22.40,24.16,,,
GST,연결,  컨센서스대비(%),-2.35,,,-,-,-
GS건설,연결,매출액(억원),"122,991.96","134,366.85","128,638.11","125,900","129,733","136,311"
GS건설,연결,  전년동기대비(%),36.10,9.25,-4.26,-2.13,3.04,5.07
GS건설,연결,  컨센서스대비(%),7.40,-1.23,0.99,-,-,-
GS건설,연결,영업이익(억원),"5,548.35","-3,879.45","2,859.54","4,241","5,757","6,967"
GS건설,연결,  전년동기대비(%),-14.18,적전,흑전,48.30,35.75,21.02
GS건설,연결,  컨센서스대비(%),-2.74,적지,-8.63,-,-,-
GS건설,연결,당기순이익(억원),"4,412.12","-4,195.01","2,639.24","2,696","3,868","4,769"
GS건설,연결,  전년동기대비(%),2.89,적전,흑전,2.17,43.44,23.30
GS건설,연결,  컨센서스대비(%),-20.72,적지,-17.34,-,-,-
GS글로벌,연결,매출액(억원),"50,709.23","39,164.93","40,664.94",,,
GS글로벌,연결,  전년동기대비(%),31.75,-22.77,3.83,,,
GS글로벌,연결,  컨센서스대비(%),,,1.80,-,-,-
GS글로벌,연결,영업이익(억원),704.68,765.19,778.80,,,
GS글로벌,연결,  전년동기대비(%),81.40,8.59,1.78,,,
GS글로벌,연결,  컨센서스대비(%),,,-9.02,-,-,-
GS글로벌,연결,당기순이익(억원),680.61,260.79,560.68,,,
GS글로벌,연결,  전년동기대비(%),208.97,-61.68,114.99,,,
GS글로벌,연결,  컨센서스대비(%),,,-13.74,-,-,-
GS리테일,연결,매출액(억원),"110,318.93","111,341.49","116,269.20","120,512","124,473","126,992"
GS리테일,연결,  전년동기대비(%),13.84,0.93,4.43,3.65,3.29,2.02
GS리테일,연결,  컨센서스대비(%),-1.22,-5.31,0.10,-,-,-
GS리테일,연결,영업이익(억원),"3,601.86","2,917.82","2,391.05","2,733","3,091","3,209"
GS리테일,연결,  전년동기대비(%),64.06,-18.99,-18.05,14.28,13.11,3.82
GS리테일,연결,  컨센서스대비(%),65.60,-19.07,-12.97,-,-,-
GS리테일,연결,당기순이익(억원),476.10,221.48,97.92,"1,530","1,833","1,912"
GS리테일,연결,  전년동기대비(%),-94.06,-53.48,-55.79,"1,462.72",19.80,4.32
GS리테일,연결,  컨센서스대비(%),-53.20,-88.20,-82.88,-,-,-
GS피앤엘,연결,매출액(억원),,,383.22,,,
GS피앤엘,연결,  전년동기대비(%),,,,,,
GS피앤엘,연결,  컨센서스대비(%),,,,-,-,-
GS피앤엘,연결,영업이익(억원),,,-0.38,,,
GS피앤엘,연결,  전년동기대비(%),,,,,,
GS피앤엘,연결,  컨센서스대비(%),,,,-,-,-
GS피앤엘,연결,당기순이익(억원),,,-11.37,,,
GS피앤엘,연결,  전년동기대비(%),,,,,,
GS피앤엘,연결,  컨센서스대비(%),,,,-,-,-
HANATOURIST,연결,매출액(억원),52.03,140.45,187.26,,,
HANATOURIST,연결,  전년동기대비(%),251.08,169.94,33.33,,,
HANATOURIST,연결,  컨센서스대비(%),,,,-,-,-
HANATOURIST,연결,영업이익(억원),-12.17,14.87,22.31,,,
HANATOURIST,연결,  전년동기대비(%),적지,흑전,50.03,,,
HANATOURIST,연결,  컨센서스대비(%),,,,-,-,-
HANATOURIST,연결,당기순이익(억원),-9.10,9.54,23.13,,,
HANATOURIST,연결,  전년동기대비(%),적지,흑전,142.45,,,
HANATOURIST,연결,  컨센서스대비(%),,,,-,-,-
HB솔루션,연결,매출액(억원),"1,876.00",961.70,"1,315.31",,,
HB솔루션,연결,  전년동기대비(%),301.09,-48.74,36.77,,,
HB솔루션,연결,  컨센서스대비(%),-3.15,,,-,-,-
HB솔루션,연결,영업이익(억원),271.25,67.64,193.42,,,
HB솔루션,연결,  전년동기대비(%),"3,960.63",-75.06,185.96,,,
HB솔루션,연결,  컨센서스대비(%),-4.49,,,-,-,-
HB솔루션,연결,당기순이익(억원),435.92,756.24,-207.55,,,
HB솔루션,연결,  전년동기대비(%),616.38,73.48,적전,,,
HB솔루션,연결,  컨센서스대비(%),-25.36,,,-,-,-
HB인베스트먼트,연결,영업수익(억원),159.29,205.17,151.54,,,
HB인베스트먼트,연결,  전년동기대비(%),39.39,28.80,-26.14,,,
HB인베스트먼트,연결,  컨센서스대비(%),,,,-,-,-
HB인베스트먼트,연결,영업이익(억원),92.90,106.06,64.95,,,
HB인베스트먼트,연결,  전년동기대비(%),19.53,14.17,-38.76,,,
HB인베스트먼트,연결,  컨센서스대비(%),,,,-,-,-
HB인베스트먼트,연결,당기순이익(억원),74.72,88.81,60.37,,,
HB인베스트먼트,연결,  전년동기대비(%),22.89,18.86,-32.02,,,
HB인베스트먼트,연결,  컨센서스대비(%),,,,-,-,-
HB테크놀러지,연결,매출액(억원),"1,480.55","1,116.47","1,623.69",,,
HB테크놀러지,연결,  전년동기대비(%),-6.82,-24.59,45.43,,,
HB테크놀러지,연결,  컨센서스대비(%),,,,-,-,-
HB테크놀러지,연결,영업이익(억원),68.59,-220.63,-165.12,,,
HB테크놀러지,연결,  전년동기대비(%),흑전,적전,적지,,,
HB테크놀러지,연결,  컨센서스대비(%),,,,-,-,-
HB테크놀러지,연결,당기순이익(억원),272.09,793.00,-515.93,,,
HB테크놀러지,연결,  전년동기대비(%),191.60,191.45,적전,,,
HB테크놀러지,연결,  컨센서스대비(%),,,,-,-,-
HDC,연결,매출액(억원),"50,449.45","59,082.85","62,002.60","67,897","68,550",
HDC,연결,  전년동기대비(%),5.55,17.11,4.94,9.51,0.96,
HDC,연결,  컨센서스대비(%),,,,-,-,-
HDC,연결,영업이익(억원),"1,585.35","3,126.43","3,446.99","5,788","7,040",
HDC,연결,  전년동기대비(%),-57.00,97.21,10.25,67.90,21.64,
HDC,연결,  컨센서스대비(%),,,,-,-,-
HDC,연결,당기순이익(억원),369.58,"2,129.39","2,603.02","4,301","5,190",
HDC,연결,  전년동기대비(%),-83.95,476.16,22.24,65.23,20.67,
HDC,연결,  컨센서스대비(%),,,,-,-,-
HDC랩스,연결,매출액(억원),"6,107.31","6,062.82","6,288.08",,,
HDC랩스,연결,  전년동기대비(%),122.42,-0.73,3.72,,,
HDC랩스,연결,  컨센서스대비(%),,-0.61,1.03,-,-,-
HDC랩스,연결,영업이익(억원),123.08,105.13,64.02,,,
HDC랩스,연결,  전년동기대비(%),27.32,-14.58,-39.10,,,
HDC랩스,연결,  컨센서스대비(%),,-29.91,56.15,-,-,-
HDC랩스,연결,당기순이익(억원),124.31,131.63,189.76,,,
HDC랩스,연결,  전년동기대비(%),36.74,5.89,44.16,,,
HDC랩스,연결,  컨센서스대비(%),,,110.84,-,-,-
HDC현대EP,연결,매출액(억원),"10,383.91","10,081.20","9,905.66",,,
HDC현대EP,연결,  전년동기대비(%),20.78,-2.92,-1.74,,,
HDC현대EP,연결,  컨센서스대비(%),,,,-,-,-
HDC현대EP,연결,영업이익(억원),225.58,330.40,326.76,,,
HDC현대EP,연결,  전년동기대비(%),-20.49,46.47,-1.10,,,
HDC현대EP,연결,  컨센서스대비(%),,,,-,-,-
HDC현대EP,연결,당기순이익(억원),104.19,172.99,158.98,,,
HDC현대EP,연결,  전년동기대비(%),1.30,66.03,-8.10,,,
HDC현대EP,연결,  컨센서스대비(%),,,,-,-,-
HDC현대산업개발,연결,매출액(억원),"32,983.00","41,907.88","42,562.33","43,452","47,448","51,846"
HDC현대산업개발,연결,  전년동기대비(%),-1.95,27.06,1.56,2.09,9.20,9.27
HDC현대산업개발,연결,  컨센서스대비(%),,2.78,-0.40,-,-,-
HDC현대산업개발,연결,영업이익(억원),"1,163.80","1,953.13","1,846.37","3,136","4,438","5,610"
HDC현대산업개발,연결,  전년동기대비(%),-57.44,67.82,-5.47,69.82,41.54,26.40
HDC현대산업개발,연결,  컨센서스대비(%),,8.68,-7.15,-,-,-
HDC현대산업개발,연결,당기순이익(억원),502.20,"1,728.90","1,557.17","2,486","3,535","4,365"
HDC현대산업개발,연결,  전년동기대비(%),-71.51,244.27,-9.93,59.67,42.17,23.49
HDC현대산업개발,연결,  컨센서스대비(%),,7.92,-1.71,-,-,-
HD한국조선해양,연결,매출액(억원),"173,020.20","212,962.06","255,385.77","285,120","316,625","343,544"
HD한국조선해양,연결,  전년동기대비(%),11.67,23.09,19.92,11.64,11.05,8.50
HD한국조선해양,연결,  컨센서스대비(%),-3.59,-0.10,0.38,-,-,-
HD한국조선해양,연결,영업이익(억원),"-3,555.61","2,822.61","14,340.90","24,203","33,006","40,841"
HD한국조선해양,연결,  전년동기대비(%),적지,흑전,408.07,68.77,36.38,23.74
