기준일,종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액_현재,상장주식수,시가총액_52주최고,신고가,신고가_비율
20250226,007340,DN오토모티브,KOSPI,,21950,100,0.46,21650,22350,21650,91005,20.0,12843.0,58510865,12902.0,False,99.5
20250226,010140,삼성중공업,KOSPI,,14950,-100,-0.66,15390,15620,14740,27033764,4078.4,131560.0,880000000,132440.0,False,99.3
20250226,316140,우리금융지주,KOSPI,,17260,10,0.06,17290,17360,17190,2294822,396.6,128171.0,742591501,129359.0,False,99.1
20250226,024110,기업은행,KOSPI,,15520,120,0.78,15400,15560,15360,905252,140.1,123760.0,797425869,125196.0,False,98.9
20250226,139130,DGB금융지주,KOSPI,,9650,60,0.63,9620,9700,9580,842451,81.1,16323.0,169145833,16526.0,False,98.8
20250226,071050,한국금융지주,KOSPI,,81500,-200,-0.24,81900,82400,81000,171338,139.9,45417.0,55725992,45974.0,False,98.8
20250226,012450,한화에어로스페이스,KOSPI,,672000,-8000,-1.18,689000,701000,663000,351498,2382.8,306305.0,45581161,309952.0,False,98.8
20250226,207940,삼성바이오로직스,KOSPI,,1168000,-10000,-0.85,1181000,1187000,1148000,57940,673.9,831312.0,71174000,843412.0,False,98.6
20250226,020560,아시아나항공,KOSPI,,10860,-40,-0.37,10900,11030,10700,138716,15.0,22371.0,205990711,22700.0,False,98.6
20250226,253450,스튜디오드래곤,KOSDAQ GLOBAL,우량기업부,48650,-850,-1.72,48500,49550,48000,184878,90.3,14623.0,30058498,14879.0,False,98.3
20250226,122870,와이지엔터테인먼트,KOSDAQ GLOBAL,우량기업부,59100,100,0.17,58700,59700,58500,208306,123.0,11046.0,18691049,11252.0,False,98.2
20250226,011200,HMM,KOSPI,,20500,-400,-1.91,21200,21350,20200,4591291,951.0,180613.0,881039496,184137.0,False,98.1
20250226,030200,KT,KOSPI,,48050,250,0.52,48200,48400,47900,882045,436.3,121096.0,252021685,123491.0,False,98.1
20250226,000150,두산,KOSPI,,367500,4500,1.24,367000,386000,360500,153607,571.5,60725.0,16523835,62130.0,False,97.7
20250226,096770,SK이노베이션,KOSPI,,130800,2000,1.55,128800,131500,128200,178693,232.6,197553.0,151034776,202236.0,False,97.7
20250226,300720,한일시멘트,KOSPI,,16020,110,0.69,16040,16690,15880,162247,26.2,11096.0,69261540,11373.0,False,97.6
20250226,005440,현대지에프홀딩스,KOSPI,,5630,-120,-2.09,5750,5760,5600,285418,16.1,8777.0,155904301,8996.0,False,97.6
20250226,003240,태광산업,KOSPI,,770000,26000,3.49,745000,787000,745000,2532,19.6,8573.0,1113400,8785.0,False,97.6
20250226,041510,에스엠,KOSDAQ,우량기업부,99400,-2500,-2.45,101000,102900,99100,150463,151.4,23214.0,23353627,23797.0,False,97.6
20250226,042670,HD현대인프라코어,KOSPI,,9010,160,1.81,8980,9200,8930,3528308,318.7,17358.0,192655867,17859.0,False,97.2
20250226,077970,STX엔진,KOSPI,,29150,1050,3.74,28650,29450,27550,1143614,322.5,6707.0,23008904,6903.0,False,97.2
20250226,138930,BNK금융지주,KOSPI,,11810,140,1.2,11680,12000,11670,1100277,130.0,37844.0,320436727,38965.0,False,97.1
20250226,005690,파미셀,KOSPI,,11130,450,4.21,10840,11250,10540,1455083,159.7,6680.0,60016964,6890.0,False,97.0
20250226,033500,동성화인텍,KOSDAQ,우량기업부,23150,-750,-3.14,24000,24200,22800,723623,169.7,6943.0,29989494,7167.0,False,96.9
20250226,017960,한국카본,KOSPI,,15780,-530,-3.25,16600,16930,15610,1507665,241.8,8191.0,51908452,8466.0,False,96.8
20250226,018670,SK가스,KOSPI,,240000,-500,-0.21,239500,241500,233000,14039,33.3,22153.0,9230244,22891.0,False,96.8
20250226,111770,영원무역,KOSPI,,46500,0,0.0,46900,46900,45350,44180,20.3,20605.0,44311468,21292.0,False,96.8
20250226,003230,삼양식품,KOSPI,,876000,-3000,-0.34,875000,891000,870000,35620,313.3,65989.0,7533015,68249.0,False,96.7
20250226,139480,이마트,KOSPI,,75200,-1400,-1.83,76600,77500,74000,193609,145.9,20963.0,27875819,21771.0,False,96.3
20250226,023160,태광,KOSDAQ,우량기업부,22850,500,2.24,22650,24150,21650,1379635,316.6,6055.0,26500000,6294.0,False,96.2
20250226,100840,SNT에너지,KOSPI,,31500,-1250,-3.82,32450,32750,31250,269742,85.5,6514.0,20680783,6773.0,False,96.2
20250226,000720,현대건설,KOSPI,,35500,1050,3.05,34600,35850,34550,1133838,399.1,39531.0,111355765,41202.0,False,95.9
20250226,214150,클래시스,KOSDAQ GLOBAL,우량기업부,58000,0,0.0,66700,71500,55800,5569038,3505.0,37993.0,65505659,39616.0,False,95.9
20250226,006800,미래에셋증권,KOSPI,,9000,230,2.62,8800,9000,8760,968282,86.5,52678.0,585316408,54948.0,False,95.9
20250226,003540,대신증권,KOSPI,,17130,-60,-0.35,17140,17200,17000,71741,12.3,8697.0,50773400,9099.0,False,95.6
20250226,003690,코리안리,KOSPI,,8120,-40,-0.49,8190,8210,8110,215956,17.6,15819.0,194821031,16560.0,False,95.5
20250226,017800,현대엘리베이,KOSPI,,56600,1600,2.91,55100,57000,54700,173658,97.8,22126.0,39092385,23260.0,False,95.1
20250226,383800,LX홀딩스,KOSPI,,6920,40,0.58,6900,6920,6850,195755,13.5,5279.0,76280690,5553.0,False,95.1
20250226,950160,코오롱티슈진,KOSDAQ,외국기업(소속부없음),37000,300,0.82,36800,38000,36000,211429,78.7,30129.0,81428645,31716.0,False,95.0
20250226,003850,보령,KOSPI,,10250,120,1.18,10130,10330,10110,90862,9.3,8896.0,86787207,9382.0,False,94.8
20250226,012330,현대모비스,KOSPI,,256500,1500,0.59,254000,258000,251000,135287,345.0,238532.0,92995094,251932.0,False,94.7
20250226,015760,한국전력,KOSPI,,23500,550,2.4,23000,23700,22800,2707503,630.4,150862.0,641964077,159528.0,False,94.6
20250226,088980,맥쿼리인프라,KOSPI,,11260,-60,-0.53,11260,11310,11210,735517,82.9,53927.0,478921993,57088.0,False,94.5
20250226,484870,엠앤씨솔루션,KOSPI,,66000,-3100,-4.49,69100,71900,64300,109606,73.1,6042.0,9153900,6399.0,False,94.4
20250226,271560,오리온,KOSPI,,103900,-2900,-2.72,106300,107400,103200,226850,236.2,41078.0,39536132,43529.0,False,94.4
20250226,383220,F&F,KOSPI,,72200,600,0.84,71900,72600,70300,51907,37.2,27658.0,38307075,29305.0,False,94.4
20250226,017670,SK텔레콤,KOSPI,,58000,-200,-0.34,58400,58500,57700,613359,355.9,124578.0,214790053,132096.0,False,94.3
20250226,016360,삼성증권,KOSPI,,47750,150,0.32,47500,47950,47350,200060,95.3,42641.0,89300000,45275.0,False,94.2
20250226,079550,LIG넥스원,KOSPI,,294000,-12000,-3.92,307500,313000,292000,323823,970.0,64680.0,22000000,68750.0,False,94.1
20250226,064350,현대로템,KOSPI,,85600,-3500,-3.93,93100,94300,85000,1695145,1497.5,93426.0,109142293,99319.0,False,94.1
20250226,021240,코웨이,KOSPI,,81200,1200,1.5,79600,81600,77500,206432,166.1,58922.0,72563745,62695.0,False,94.0
20250226,001800,오리온홀딩스,KOSPI,,15830,60,0.38,15710,15890,15600,335340,52.9,9917.0,62645422,10562.0,False,93.9
20250226,267270,HD현대건설기계,KOSPI,,77400,3300,4.45,75600,78300,75400,373946,288.4,14169.0,18305586,15157.0,False,93.5
20250226,018880,한온시스템,KOSPI,,4770,220,4.84,4520,4815,4520,4613017,218.2,32377.0,678762552,34644.0,False,93.5
20250226,009970,영원무역홀딩스,KOSPI,,91100,-900,-0.98,92000,93100,90100,15408,14.1,12422.0,13635592,13295.0,False,93.4
20250226,030000,제일기획,KOSPI,,18170,-20,-0.11,18240,18260,18060,124047,22.5,20903.0,115041225,22399.0,False,93.3
20250226,053800,안랩,KOSDAQ,우량기업부,76400,-2200,-2.8,78600,79400,75400,104663,81.0,8501.0,11126506,9124.0,False,93.2
20250226,064960,SNT모티브,KOSPI,,26150,-700,-2.61,26050,26350,25300,132004,34.1,6940.0,26540272,7458.0,False,93.1
20250226,003490,대한항공,KOSPI,,24150,-100,-0.41,24300,24450,24100,673551,163.1,88925.0,368220661,95553.0,False,93.1
20250226,101730,위메이드맥스,KOSDAQ,우량기업부,8800,150,1.73,8870,9170,8670,274910,24.5,7298.0,82935616,7837.0,False,93.1
20250226,002030,아세아,KOSPI,,258500,-500,-0.19,260000,262000,256500,1116,2.9,5427.0,2099584,5839.0,False,92.9
20250226,003570,SNT다이내믹스,KOSPI,,29550,-1250,-4.06,30800,30850,29200,177437,52.6,9826.0,33252697,10591.0,False,92.8
20250226,012750,에스원,KOSPI,,60900,100,0.16,61200,61200,60200,21196,12.8,23141.0,37999178,24965.0,False,92.7
20250226,042660,한화오션,KOSPI,,72500,-2700,-3.59,75800,76100,72000,4491348,3295.4,222150.0,306413394,239615.0,False,92.7
20250226,277810,레인보우로보틱스,KOSDAQ,기술성장기업부,386500,-500,-0.13,394000,395000,380000,424060,1643.6,74980.0,19399858,80994.0,False,92.6
20250226,326030,SK바이오팜,KOSPI,,118100,700,0.6,118500,119100,116000,212145,249.3,92488.0,78313250,100163.0,False,92.3
20250226,099320,쎄트렉아이,KOSDAQ,우량기업부,53600,-1000,-1.83,54200,54700,52800,102224,54.5,5870.0,10951278,6374.0,False,92.1
20250226,475830,오름테라퓨틱,KOSDAQ,기술성장기업부,33900,1600,4.95,32550,35650,32150,3265756,1107.5,7095.0,20929118,7712.0,False,92.0
20250226,241590,화승엔터프라이즈,KOSPI,,10390,0,0.0,10400,10490,10150,139383,14.4,6295.0,60589276,6841.0,False,92.0
20250226,489790,한화비전,KOSPI,,50000,3000,6.38,46600,51800,46500,3877454,1927.0,25244.0,50488390,27466.0,False,91.9
20250226,086280,현대글로비스,KOSPI,,137000,-1100,-0.8,138900,139100,134700,139822,191.0,102750.0,75000000,112050.0,False,91.7
20250226,100090,SK오션플랜트,KOSPI,,14720,40,0.27,14600,14940,14600,101465,15.0,8714.0,59195568,9501.0,False,91.7
20250226,310210,보로노이,KOSDAQ,기술성장기업부,113200,2900,2.63,112000,115900,109100,204887,231.7,20795.0,18369807,22707.0,False,91.6
20250226,079900,전진건설로봇,KOSPI,,59400,1900,3.3,59300,62300,59000,1749937,1064.7,8668.0,14592545,9471.0,False,91.5
20250226,000500,가온전선,KOSPI,,52300,300,0.58,51600,53500,51600,74779,39.1,8652.0,16543115,9479.0,False,91.3
20250226,025980,아난티,KOSDAQ,우량기업부,6080,50,0.83,6030,6200,6030,738178,45.1,5389.0,88629478,5900.0,False,91.3
20250226,082920,비츠로셀,KOSDAQ,우량기업부,26600,-650,-2.39,27500,27550,26400,106225,28.5,6084.0,22872213,6667.0,False,91.3
20250226,023590,다우기술,KOSPI,,21450,350,1.66,21100,21500,20800,202096,43.0,9624.0,44866617,10566.0,False,91.1
20250226,034020,두산에너빌리티,KOSPI,,27600,-650,-2.3,28000,28200,27200,7857812,2172.5,176795.0,640561146,194090.0,False,91.1
20250226,000810,삼성화재,KOSPI,,393500,6500,1.68,391000,400000,388000,69020,271.6,186420.0,47374837,206081.0,False,90.5
20250226,032640,LG유플러스,KOSPI,,10750,110,1.03,10690,10800,10640,669479,71.9,46936.0,436611361,51957.0,False,90.3
20250226,014620,성광벤드,KOSDAQ,우량기업부,27950,-300,-1.06,28650,29600,27050,1045442,294.3,7806.0,27928547,8644.0,False,90.3
20250226,078340,컴투스,KOSDAQ GLOBAL,우량기업부,47450,400,0.85,46750,49450,46750,115420,55.6,6044.0,12737755,6700.0,False,90.2
20250226,010120,LS ELECTRIC,KOSPI,,262500,3000,1.16,258000,271500,253500,498367,1308.6,78750.0,30000000,87450.0,False,90.1
